-5.926548983393445E8	-2.707770503788176E9	-5.270148267638998E9	-1.0837704454458805E10	-2.961748777871387E10	-4.130633644778682E10	-7.812193961201103E10	-2.1393469954563345E11	-2.3447548156589993E11	-5.722761043946306E11	-1.198598057324546E12	-1.2769901080068613E12	-1.958129341993252E12	-1.90161342434463E12	-1.4126322393328174E12	-1.2776533020875503E12	-1.2000618676484297E12	-1.0965960757255006E12	-9.502595429983344E11	-9.257277849951279E11	-8.186940424512999E11	-6.514977835430594E11	-6.082368600277799E11	-5.618504204679302E11	-4.236578822041284E11	-3.1443585666485175E11	-7.759551900319911E10	-1.3544574666141672E11	-3.2823632664163837E10	-1.4402745246588497E10
-5.62817144424211E8	-2.5714453166057568E9	-5.004817823991773E9	-1.0292070292954025E10	-2.8126368217562897E10	-3.9226731089730576E10	-7.418881897798325E10	-2.0316396106555487E11	-2.226705985931959E11	-5.4346433953402686E11	-1.1382535398358381E12	-1.212698870894785E12	-1.859545526008417E12	-1.8058749540201658E12	-1.3415119748282922E12	-1.2133286758617869E12	-1.1396436532876555E12	-1.041386941466285E12	-9.024178555695454E11	-8.791211714018145E11	-7.774761407029191E11	-6.186975306537595E11	-5.776146179734658E11	-5.3356354621782086E11	-4.0232843792072797E11	-2.9860529533894495E11	-7.368890149708878E10	-1.2862660643485469E11	-3.117109680091804E10	-1.3677625839705605E10
-5.329793905090108E8	-2.435120129423033E9	-4.739487380343954E9	-9.746436131448027E9	-2.663524865640859E10	-3.714712573166969E10	-7.025569834394669E10	-1.9239322258545224E11	-2.108657156204655E11	-5.146525746733586E11	-1.0779090223469955E12	-1.1484076337825642E12	-1.7609617100233616E12	-1.710136483695488E12	-1.2703917103236082E12	-1.1490040496358801E12	-1.0792254389267461E12	-9.86177807206946E11	-8.545761681406497E11	-8.325145578083969E11	-7.362582389544462E11	-5.858972777643866E11	-5.46992375919083E11	-5.0527667196764825E11	-3.8099899363727985E11	-2.8277473401300275E11	-6.978228399096971E10	-1.2180746620827739E11	-2.951856093766855E10	-1.295250643282109E10
-5.0314163659384465E8	-2.2987949422404647E9	-4.474156936696438E9	-9.200801969942654E9	-2.5144129095255985E10	-3.506752037361118E10	-6.632257770991461E10	-1.8162248410536188E11	-1.9906083264774863E11	-4.858408098127233E11	-1.0175645048582218E12	-1.0841163966704174E12	-1.6623778940384192E12	-1.61439801337092E12	-1.1992714458190051E12	-1.0846794234100464E12	-1.0188072245659058E12	-9.309686729476703E11	-8.067344807118086E11	-7.859079442150326E11	-6.950403372060201E11	-5.53097024875051E11	-5.163701338647353E11	-4.7698979771750793E11	-3.596695493538561E11	-2.6694417268707867E11	-6.587566648485512E10	-1.1498832598170787E11	-2.7866025074420948E10	-1.2227387025937407E10
-4.7330388267870563E8	-2.1624697550580206E9	-4.2088264930491633E9	-8.655167808437773E9	-2.3653009534104733E10	-3.2987915015554577E10	-6.238945707588612E10	-1.7085174562528128E11	-1.8725594967504245E11	-4.5702904495211426E11	-9.572199873695029E11	-1.019825159558329E12	-1.563794078053566E12	-1.5186595430464382E12	-1.128151181314467E12	-1.0203547971842711E12	-9.583890102051204E11	-8.757595386884445E11	-7.588927932830109E11	-7.393013306217107E11	-6.538224354576317E11	-5.202967719857452E11	-4.8574789181041534E11	-4.487029234673933E11	-3.3834010507045166E11	-2.5111361136116898E11	-6.1969048978744064E10	-1.0816918575514456E11	-2.6213489211174843E10	-1.150226761905438E10
-4.4346612876351094E8	-2.0261445678753219E9	-3.943496049401394E9	-8.109533646931874E9	-2.21618899729507E10	-3.0908309657494072E10	-5.845633644185029E10	-1.6008100714518063E11	-1.7545106670231424E11	-4.2821728009145135E11	-8.968754698806714E11	-9.555339224461204E11	-1.4652102620685288E12	-1.422921072721778E12	-1.0570309168097963E12	-9.560301709583759E11	-8.979707958442223E11	-8.205504044291157E11	-7.11051105854124E11	-6.926947170283016E11	-6.126045337091663E11	-4.874965190963781E11	-4.551256497560384E11	-4.2041604921722595E11	-3.170106607870075E11	-2.352830500352297E11	-5.806243147262572E10	-1.0135004552856851E11	-2.4560953347925655E10	-1.077714821217E10
-4.136283748483449E8	-1.8898193806927547E9	-3.67816560575388E9	-7.563899485426502E9	-2.0670770411798107E10	-2.8828704299435577E10	-5.4523215807818245E10	-1.4931026866509033E11	-1.636461837295974E11	-3.994055152308162E11	-8.36530952391898E11	-8.912426853339738E11	-1.3666264460835867E12	-1.3271826023972102E12	-9.859106523051938E11	-8.917055447325426E11	-8.375525814833823E11	-7.653412701698401E11	-6.632094184252832E11	-6.460881034349376E11	-5.713866319607405E11	-4.546962662070427E11	-4.245034077016908E11	-3.921291749670858E11	-2.9568121650358386E11	-2.1945248870930573E11	-5.415581396651114E10	-9.453090530199905E10	-2.2908417484678062E10	-1.0052028805286318E10
-3.837906209332006E8	-1.753494193510286E9	-3.4128351621065583E9	-7.018265323921526E9	-1.917965085064659E10	-2.6749098941378593E10	-5.059009517378905E10	-1.3853953018500784E11	-1.5184130075688913E11	-3.7059375037020197E11	-7.761864349031683E11	-8.269514482218738E11	-1.268042630098716E12	-1.231444132072712E12	-9.147903878006431E11	-8.27380918506756E11	-7.771343671225863E11	-7.101321359106046E11	-6.15367730996477E11	-5.994814898416073E11	-5.301687302123447E11	-4.2189601331773114E11	-3.938811656473655E11	-3.638423007169661E11	-2.7435177222017563E11	-2.0362192738339322E11	-5.024919646039939E10	-8.771176507543451E10	-2.1255881621431667E10	-9.326909398403162E9
-3.5395286701801085E8	-1.6171690063276098E9	-3.1475047184588323E9	-6.472631162415718E9	-1.7688531289492805E10	-2.466949358331844E10	-4.665697453975386E10	-1.2776879170490895E11	-1.4003641778416287E11	-3.417819855095438E11	-7.158419174143468E11	-7.626602111096758E11	-1.1694588141136953E12	-1.1357056617480676E12	-8.436701232959838E11	-7.630562922808715E11	-7.167161527616981E11	-6.54923001651285E11	-5.675260435675979E11	-5.528748762482059E11	-4.889508284638861E11	-3.890957604283695E11	-3.632589235929935E11	-3.355554264668034E11	-2.53022327936735E11	-1.877913660574566E11	-4.63425789542817E10	-8.089262484885962E10	-1.9603345758182755E10	-8.601789991518902E9
-3.241151131028449E8	-1.4808438191450424E9	-2.8821742748113184E9	-5.926997000910346E9	-1.6197411728340208E10	-2.258988822525994E10	-4.272385390572182E10	-1.1699805322481868E11	-1.2823153481144603E11	-3.129702206489087E11	-6.554973999255735E11	-6.983689739975292E11	-1.0708749981287533E12	-1.0399671914234996E12	-7.725498587913813E11	-6.987316660550383E11	-6.562979384008583E11	-5.997138673920095E11	-5.1968435613875714E11	-5.062682626548419E11	-4.477329267154604E11	-3.562955075390342E11	-3.32636681538646E11	-3.072685522166633E11	-2.3169288365331134E11	-1.7196080473153262E11	-4.243596144816712E10	-7.407348462229015E10	-1.7950809894935158E10	-7.8766705846352215E9
