-2.617558047330862E8	-7.732762355864921E8	-1.1708301566833994E9	-3.076520461482135E9	-5.745406024014979E9	-8.552947357692063E9	-2.2874662588096878E10	-2.3523851328645775E10	-5.919131712773553E10	-5.8520639997216194E10	-1.2676586340708635E11	-1.1506588207381172E11	-2.439622356016638E11	-2.8163819835862994E11	-4.4427735569983167E11	-5.781837237436566E11	-6.792661435024069E11	-8.750263970064844E11	-8.684193918139059E11	-8.691673500703503E11	-7.595446711916521E11	-5.913712121950137E11	-3.8646645925231323E11	-3.779650693708652E11	-2.687667368044453E11	-1.5675756759010947E11	-9.929585659924263E10	-6.7293022074381256E10	-1.7647024175638546E10	-1.557565384681925E10	-3.476020015970773E9	-2.4386470319034934E9
-2.4857746889317626E8	-7.34344934941712E8	-1.1118836395965981E9	-2.9216302197887034E9	-5.456148293137462E9	-8.122341385779917E9	-2.1723016739715576E10	-2.2339521478260525E10	-5.6211276029081276E10	-5.557436475324908E10	-1.2038371985646588E11	-1.0927278480427676E11	-2.3167973330417957E11	-2.6745886519311768E11	-4.219098051293688E11	-5.490745343736893E11	-6.450678670864045E11	-8.309723912498729E11	-8.246980217878091E11	-8.254083234004679E11	-7.213046987387609E11	-5.615980866350768E11	-3.6700945123645966E11	-3.589360716185394E11	-2.5523542916518454E11	-1.4886546421056314E11	-9.429671571252687E10	-6.390509321647892E10	-1.6758568573293009E10	-1.4791483281704657E10	-3.301016603139402E9	-2.3158711125148315E9
-2.3539913305323684E8	-6.954136342968451E8	-1.0529371225096655E9	-2.7667399780949264E9	-5.166890562259297E9	-7.69173541386681E9	-2.0571370891331703E10	-2.115519162787263E10	-5.323123493042037E10	-5.262808950927538E10	-1.1400157630583116E11	-1.0347968753472887E11	-2.1939723100666788E11	-2.5327953202757373E11	-3.9954225455885596E11	-5.1996534500365674E11	-6.10869590670326E11	-7.869183854931632E11	-7.809766517616145E11	-7.816492967304877E11	-6.830647262857844E11	-5.318249610750732E11	-3.475524432205626E11	-3.399070738661711E11	-2.4170412152589352E11	-1.4097336083099924E11	-8.929757482579996E10	-6.051716435856902E10	-1.5870112970945484E10	-1.400731271658831E10	-3.12601319030764E9	-2.1930951931258945E9
-2.222207972133125E8	-6.564823336520224E8	-9.939906054228E8	-2.6118497364013257E9	-4.877632831381463E9	-7.261129441954193E9	-1.941972504294915E10	-1.9970861777486088E10	-5.025119383176287E10	-4.9681814265305046E10	-1.0761943275520374E11	-9.76865902651876E10	-2.0711472870917026E11	-2.3910019886204596E11	-3.771747039883686E11	-4.908561556336575E11	-5.766713142542864E11	-7.428643797365035E11	-7.3725528173547E11	-7.378902700605574E11	-6.448247538328514E11	-5.020518355151036E11	-3.280954352046878E11	-3.208780761138246E11	-2.2817281388661798E11	-1.3308125745144434E11	-8.429843393907872E10	-5.712923550066299E10	-1.4981657368598978E10	-1.322314215147286E10	-2.951009777476078E9	-2.070319273737098E9
-2.0904246137340012E8	-6.175510330072352E8	-9.350440883359882E8	-2.456959494707866E9	-4.588375100503892E9	-6.830523470041968E9	-1.8268079194567642E10	-1.8786531927100624E10	-4.727115273310807E10	-4.673553902133739E10	-1.0123728920458209E11	-9.189349299565158E10	-1.948322264116838E11	-2.249208656965311E11	-3.548071534179016E11	-4.617469662636847E11	-5.424730378382779E11	-6.988103739798842E11	-6.935339117093652E11	-6.94131243390667E11	-6.065847813799532E11	-4.72278709955161E11	-3.086384271888307E11	-3.0184907836149524E11	-2.1464150624735464E11	-1.251891540718966E11	-7.929929305236205E10	-5.374130664276004E10	-1.4093201766253279E10	-1.2438971586358124E10	-2.7760063646446753E9	-1.9475433543484132E9
-1.9586412553346318E8	-5.786197323623754E8	-8.760975712490662E8	-2.3020692530141172E9	-4.299117369625782E9	-6.39991749812894E9	-1.7116433346183983E10	-1.7602202076712948E10	-4.4291111634447716E10	-4.3789263777364235E10	-9.485514565394853E10	-8.610039572610475E10	-1.825497241141744E11	-2.1074153253098975E11	-3.324396028473929E11	-4.326377768936576E11	-5.0827476142220557E11	-6.547563682231825E11	-6.498125416831788E11	-6.503722167206948E11	-5.683448089269838E11	-4.4250558439516296E11	-2.891814191729372E11	-2.828200806091305E11	-2.011101986080661E11	-1.1729705069233414E11	-7.430015216563602E10	-5.035337778485076E10	-1.320474616390592E10	-1.1654801021241922E10	-2.6010029518129454E9	-1.8247674349594991E9
-1.826857896935389E8	-5.396884317175529E8	-8.171510541622012E8	-2.1471790113205175E9	-4.00985963874795E9	-5.969311526216326E9	-1.5964787497801434E10	-1.6417872226326416E10	-4.131107053579023E10	-4.084298853339392E10	-8.847300210332114E10	-8.030729845656352E10	-1.7026722181667685E11	-1.9656219936546207E11	-3.1007205227690576E11	-4.035285875236585E11	-4.740764850061662E11	-6.107023624665231E11	-6.060911716570345E11	-6.066131900507648E11	-5.30104836474051E11	-4.1273245883519354E11	-2.6972441115706247E11	-2.63791082856784E11	-1.8757889096879062E11	-1.0940494731277928E11	-6.930101127891483E10	-4.696544892694475E10	-1.2316290561559418E10	-1.0870630456126474E10	-2.4259995389813843E9	-1.7019915155707033E9
-1.6950745385362417E8	-5.007571310727588E8	-7.582045370753789E8	-1.9922887696270304E9	-3.7206019078703275E9	-5.538705554304025E9	-1.481314164941972E10	-1.523354237594074E10	-3.83310294371349E10	-3.789671328942574E10	-8.209085855269838E10	-7.451420118702647E10	-1.5798471951918814E11	-1.823828661999447E11	-2.877045017064347E11	-3.7441939815368054E11	-4.398782085901516E11	-5.666483567098959E11	-5.623698016309219E11	-5.628541633808665E11	-4.9186486402114606E11	-3.8295933327524567E11	-2.5026740314120187E11	-2.4476208510445132E11	-1.7404758332952493E11	-1.0151284393323015E11	-6.4301870392197266E10	-4.357752006904119E10	-1.142783495921356E10	-1.0086459891011599E10	-2.25099612614995E9	-1.5792155961819963E9
-1.5632911801368934E8	-4.6182583042790544E8	-6.992580199884665E8	-1.837398527933307E9	-3.4313441769922647E9	-5.1080995823910675E9	-1.3661495801036251E10	-1.4049212525553263E10	-3.5350988338475044E10	-3.495043804545307E10	-7.570871500206589E10	-6.87211039174806E10	-1.457022172216808E11	-1.6820353303440573E11	-2.653369511359297E11	-3.4531020878365826E11	-4.056799321740849E11	-5.225943509532014E11	-5.1864843160474274E11	-5.190951367109016E11	-4.536248915681828E11	-3.531862077152525E11	-2.3081039512531168E11	-2.257330873520897E11	-1.6051627569023862E11	-9.3620740553669E10	-5.9302729505472084E10	-4.0189591211132484E10	-1.0539379356866348E10	-9.302289325895525E9	-2.0759927133182495E9	-1.4564396767931027E9
-1.431507821737651E8	-4.228945297830831E8	-6.403115029016016E8	-1.6825082862397077E9	-3.1420864461144323E9	-4.677493610478454E9	-1.2509849952653702E10	-1.2864882675166729E10	-3.2370947239817554E10	-3.2004162801482758E10	-6.932657145143848E10	-6.292800664793936E10	-1.3341971492418324E11	-1.5402419986887805E11	-2.429694005654425E11	-3.162010194136592E11	-3.7148165575804553E11	-4.785403451965421E11	-4.7492706157859845E11	-4.7533611004097174E11	-4.153849191152502E11	-3.234130821552831E11	-2.1135338710943695E11	-2.0670408959974323E11	-1.4698496805096313E11	-8.572863717411415E10	-5.4303588618750885E10	-3.680166235322647E10	-9.650923754519846E9	-8.518118760780082E9	-1.9009893004866881E9	-1.3336637574043071E9
-1.2997244633384812E8	-3.8396322913828224E8	-5.813649858147691E8	-1.5276180445461936E9	-2.8528287152367606E9	-4.246887638566078E9	-1.135820410427179E10	-1.168055282478085E10	-2.939090614116172E10	-2.9057887557514072E10	-6.2944427900814606E10	-5.713490937840131E10	-1.2113721262669247E11	-1.3984486670335822E11	-2.2060184999496765E11	-2.870918300436763E11	-3.372833793420251E11	-4.344863394399072E11	-4.3120569155247833E11	-4.315770833710659E11	-3.771449466623386E11	-2.9363995659533014E11	-1.9189637909357303E11	-1.8767509184740732E11	-1.334536604116951E11	-7.783653379456366E10	-4.930444773203246E10	-3.341373349532233E10	-8.762468152173836E9	-7.733948195665069E9	-1.7259858876552238E9	-1.210887838015579E9
-1.1679411049391568E8	-3.4503192849343574E8	-5.224184687278673E8	-1.3727278028524978E9	-2.563570984358749E9	-3.8162816666531963E9	-1.0206558255888525E10	-1.0496222974393581E10	-2.6410865042502388E10	-2.6111612313541927E10	-5.656228435018325E10	-5.1341812108856476E10	-1.0885471032918729E11	-1.2566553353782175E11	-1.9823429942446658E11	-2.5798264067365912E11	-3.030851029259645E11	-3.9043233368322064E11	-3.874843215263069E11	-3.878180567011088E11	-3.389049742093822E11	-2.6386683103534225E11	-1.7243937107768625E11	-1.6864609409504904E11	-1.199223527724112E11	-6.99444304150039E10	-4.430530684530817E10	-3.002580463741422E10	-7.874012549826782E9	-6.949777630549136E9	-1.550982474823554E9	-1.088111918626707E9
-1.036157746539914E8	-3.061006278486134E8	-4.634719516410023E8	-1.2178375611588984E9	-2.274313253480917E9	-3.3856756947405834E9	-9.054912407505976E9	-9.311893124007048E9	-2.3430823943844902E10	-2.316533706957161E10	-5.018014079955586E10	-4.554871483931523E10	-9.657220803168971E10	-1.1148620037229408E11	-1.758667488539794E11	-2.2887345130366003E11	-2.6888682650992514E11	-3.4637832792656146E11	-3.437629515001626E11	-3.440590300311788E11	-3.006650017564496E11	-2.3409370547537283E11	-1.5298236306181152E11	-1.4961709634270258E11	-1.063910451331357E11	-6.205232703544905E10	-3.930616595858697E10	-2.663787577950821E10	-6.985556947480281E9	-6.165607065433691E9	-1.375979061991993E9	-9.653359992379116E8
-9.04374388140721E7	-2.6716932720380569E8	-4.045254345541593E8	-1.0629473194653571E9	-1.9850555226031935E9	-2.955069722828131E9	-7.90326655912386E9	-8.127563273620958E9	-2.045078284518853E10	-2.0219061825602398E10	-4.3797997248930855E10	-3.975561756977617E10	-8.428970573419678E10	-9.730686720677173E10	-1.534991982835006E11	-1.997642619336719E11	-2.3468855009389856E11	-3.023243221699187E11	-3.000415814740347E11	-3.0030000336126526E11	-2.6242502930353122E11	-2.043205799154146E11	-1.3352535504594415E11	-1.3058809859036327E11	-9.285973749386528E10	-5.416022365589716E10	-3.4307025071867657E10	-2.3249946921603474E10	-6.097101345134112E9	-5.38143650031854E9	-1.200975649160498E9	-8.425600798491619E8
-7.725910297414197E7	-2.2823802655896607E8	-3.455789174672681E8	-9.080570777716889E8	-1.6957977917252333E9	-2.5244637509153266E9	-6.7516207107408E9	-6.943233423233899E9	-1.7470741746529728E10	-1.7272786581630783E10	-3.741585369830064E10	-3.396252030023236E10	-7.200720343669377E10	-8.31275340412378E10	-1.3113164771300351E11	-1.7065507256365994E11	-2.0049027367784402E11	-2.5827031641323993E11	-2.5632021144787106E11	-2.5654097669131592E11	-2.2418505685058157E11	-1.74547454355432E11	-1.1406834703006082E11	-1.1155910083800838E11	-7.932842985458379E10	-4.6268120276338806E10	-2.9307884185144245E10	-1.9862018063695957E10	-5.208645742787216E9	-4.597265935202747E9	-1.0259722363288592E9	-7.197841604603117E8
-6.40807671342211E7	-1.8930672591415372E8	-2.866324003804182E8	-7.531668360781292E8	-1.4065400608474755E9	-2.093857779002824E9	-5.599974862358547E9	-5.758903572847671E9	-1.449070064787301E10	-1.4326511337661222E10	-3.1033710147674877E10	-2.8169423030692608E10	-5.972470113919937E10	-6.894820087571376E10	-1.087640971425221E11	-1.4154588319366837E11	-1.6629199726181345E11	-2.1421631065659198E11	-2.1259884142173804E11	-2.127819500213972E11	-1.8594508439765872E11	-1.4477432879547028E11	-9.461133901419113E10	-9.253010308566681E10	-6.579712221531176E10	-3.837601689678598E10	-2.4308743298424335E10	-1.6474089205790821E10	-4.320190140440943E9	-3.8130953700875034E9	-8.509688234973431E8	-5.970082410715475E8
-5.0902431294292636E7	-1.50375425269319E8	-2.2768588329353428E8	-5.982765943844802E8	-1.1172823299695516E9	-1.663251807090073E9	-4.448329013975632E9	-4.57457372246076E9	-1.1510659549214575E10	-1.1380236093689966E10	-2.4651566597045444E10	-2.2376325761149517E10	-4.74421988416979E10	-5.476886771018158E10	-8.639654657202779E10	-1.1243669382366003E11	-1.3209372084576317E11	-1.7016230489991867E11	-1.688774713955798E11	-1.6902292335145328E11	-1.4770511194471384E11	-1.1500120323549136E11	-7.515433099831023E10	-7.350110533331429E10	-5.226581457603195E10	-3.048391351722861E10	-1.9309602411701553E10	-1.308616034788373E10	-3.4317345380941577E9	-3.0289248049718075E9	-6.759654106657263E8	-4.7423232168271255E8
