-2.0714443509637585E9	-9.746348897376886E9	-3.5807829059374176E10	-3.611691144096778E10	-7.848716266089603E10	-1.606932483635275E11	-1.43567243884666E11	-3.1252706997083325E11	-7.894576047490391E11	-1.0379938085278055E12	-1.239386222452441E12	-1.4725843060214253E12	-1.6495204887342263E12	-1.7406950529891199E12	-2.0337430400826494E12	-2.2765027561409307E12	-2.26022043110331E12	-1.8987728551723125E12	-1.6397689999603665E12	-1.6481345813945615E12	-1.5640342461033347E12	-1.428299459607316E12	-1.3509830659305798E12	-1.264749336701773E12	-9.879078088730775E11	-7.784014898296844E11	-7.067349025014248E11	-6.25526470681297E11	-5.477377753409949E11	-4.848370904860923E11	-4.7413989849363E11	-4.05918374394992E11	-3.4349194797079767E11	-2.8669826625584485E11	-2.357723179914446E11	-1.9078558450345245E11	-1.516404339134351E11	-1.3406139901200737E11	-5.042946978162773E10	-7.025299934240892E10	-2.3697684874888233E10
-1.9671555870201247E9	-9.255660031418245E9	-3.4005051094149273E10	-3.42985724400249E10	-7.453565453781297E10	-1.5260299952912238E11	-1.3633921943855428E11	-2.9679260826008563E11	-7.497116382465483E11	-9.857350591087614E11	-1.1769881874155847E12	-1.3984456997845178E12	-1.5664738682494644E12	-1.6530581655223757E12	-1.9313523831815803E12	-2.1618901388906755E12	-2.1464275624268032E12	-1.8031773959056836E12	-1.5572133271133545E12	-1.565157735684742E12	-1.4852915088361033E12	-1.3563904145419712E12	-1.282966585551018E12	-1.2010743724374463E12	-9.381706850011752E11	-7.392121535636865E11	-6.711536862435966E11	-5.940337673359116E11	-5.2016141514142145E11	-4.604275229023446E11	-4.502688908427343E11	-3.8548204188720966E11	-3.26198531103577E11	-2.7226417933543402E11	-2.239021446005866E11	-1.8118030943204074E11	-1.4400595731774448E11	-1.2731195503635254E11	-4.789055191622049E10	-6.671604771667785E10	-2.250460321533122E10
-1.8628668230762577E9	-8.764971165458515E9	-3.2202273128920345E10	-3.2480233439077957E10	-7.058414641472112E10	-1.4451275069469916E11	-1.2911119499242644E11	-2.8105814654930286E11	-7.099656717439689E11	-9.334763096896003E11	-1.114590152378589E12	-1.324307093547445E12	-1.483427247764517E12	-1.565421278055436E12	-1.8289617262802827E12	-2.0472775216401638E12	-2.0326346937500422E12	-1.707581936638841E12	-1.474657654266158E12	-1.482180889974737E12	-1.4065487715686958E12	-1.2844813694764658E12	-1.2149501051713042E12	-1.1373994081729773E12	-8.884335611291616E11	-7.00022817297601E11	-6.355724699856888E11	-5.625410639904557E11	-4.9258505494178644E11	-4.3601795531854236E11	-4.263978831917852E11	-3.650457093793816E11	-3.089051142363178E11	-2.5783009241499094E11	-2.120319712097021E11	-1.715750343606076E11	-1.3637148072203674E11	-1.2056251106068266E11	-4.535163405080759E10	-6.317909609093885E10	-2.1311521555771545E10
-1.7585780591325102E9	-8.27428229949934E9	-3.0399495163693474E10	-3.066189443813309E10	-6.663263829163376E10	-1.3642250186028523E11	-1.2188317054630684E11	-2.6532368483853806E11	-6.702197052414349E11	-8.812175602704991E11	-1.0521921173416647E12	-1.2501684873104568E12	-1.4003806272796646E12	-1.4777843905885962E12	-1.7265710693791023E12	-1.9326649043897832E12	-1.9188418250734106E12	-1.6119864773721077E12	-1.392101981419056E12	-1.3992040442648271E12	-1.3278060343013784E12	-1.2125723244110422E12	-1.146933624791668E12	-1.0737244439085812E12	-8.38696437257205E11	-6.608334810315599E11	-5.999912537278218E11	-5.31048360645036E11	-4.650086947421829E11	-4.1160838773476794E11	-4.025268755408634E11	-3.446093768715768E11	-2.9161169736907837E11	-2.4339600549456436E11	-2.0016179781883112E11	-1.6196975928918546E11	-1.2873700412633775E11	-1.1381306708502048E11	-4.2812716185397575E10	-5.96421444652039E10	-2.0118439896213226E10
-1.6542892951888573E9	-7.783593433540611E9	-2.859671719846824E10	-2.8843555437189877E10	-6.2681130168549995E10	-1.2833225302587862E11	-1.1465514610019383E11	-2.4958922312778754E11	-6.304737387389369E11	-8.289588108514453E11	-9.89794082304797E11	-1.1760298810735356E12	-1.3173340067948872E12	-1.3901475031218362E12	-1.6241804124780144E12	-1.8180522871395066E12	-1.805048956396883E12	-1.516391018105461E12	-1.3095463085720288E12	-1.3162271985549922E12	-1.2490632970341326E12	-1.140663279345684E12	-1.0789171444120935E12	-1.0100494796442429E12	-7.889593133852936E11	-6.216441447655548E11	-5.64410037469987E11	-4.995556572996447E11	-4.374323345426045E11	-3.8719882015101575E11	-3.7865586788996326E11	-3.241730443637907E11	-2.7431828050185458E11	-2.2896191857415088E11	-1.8829162442797095E11	-1.5236448421777197E11	-1.211025275306457E11	-1.0706362310936443E11	-4.027379831998987E10	-5.610519283947217E10	-1.8925358236656E10
-1.55000053124501E9	-7.292904567580968E9	-2.6793939233239643E10	-2.702521643624327E10	-5.872962204545885E10	-1.202420041914569E11	-1.074271216540673E11	-2.3385476141700763E11	-5.907277722363647E11	-7.767000614322941E11	-9.273960472678129E11	-1.1018912748364763E12	-1.234287386309955E12	-1.3025106156549128E12	-1.5217897555767356E12	-1.703439669889016E12	-1.6912560877201426E12	-1.420795558838636E12	-1.2269906357248477E12	-1.2332503528450027E12	-1.17032055976674E12	-1.0687542342801918E12	-1.0109006640323923E12	-9.463745153797859E11	-7.392221895132892E11	-5.824548084994764E11	-5.288288212120858E11	-4.680629539541947E11	-4.098559743429746E11	-3.62789252567218E11	-3.547848602390186E11	-3.037367118559664E11	-2.5702486363459857E11	-2.1452783165371048E11	-1.7642145103708862E11	-1.4275920914634064E11	-1.1346805093493939E11	-1.0031417913369577E11	-3.773488045457742E10	-5.2568241213733826E10	-1.773227657709654E10
-1.4457117673012629E9	-6.802215701621798E9	-2.4991161268012783E10	-2.5206877435298416E10	-5.477811392237151E10	-1.1215175535704298E11	-1.0019909720794775E11	-2.1812029970624292E11	-5.509818057338309E11	-7.244413120131931E11	-8.649980122308888E11	-1.0277526685994886E12	-1.151240765825103E12	-1.2148737281880737E12	-1.4193990986755557E12	-1.5888270526386362E12	-1.577463219043512E12	-1.3252000995719033E12	-1.144434962877746E12	-1.150273507135093E12	-1.0915778224994229E12	-9.968451892147688E11	-9.428841836527563E11	-8.8269955111539E11	-6.894850656413329E11	-5.432654722334358E11	-4.9324760495421906E11	-4.365702506087751E11	-3.822796141433712E11	-3.3837968498344385E11	-3.30913852588097E11	-2.833003793481618E11	-2.3973144676735922E11	-2.00093744733284E11	-1.6455127764621774E11	-1.331539340749185E11	-1.0583357433924045E11	-9.356473515803365E10	-3.5195962589167435E10	-4.903128958799889E10	-1.653919491753823E10
-1.3414230033575912E9	-6.311526835662982E9	-2.318838330278723E10	-2.338853843435488E10	-5.082660579928704E10	-1.0406150652263493E11	-9.297107276183345E10	-2.023858379954896E11	-5.1123583923132587E11	-6.7218256259413E11	-8.0259997719401E11	-9.536140623625544E11	-1.0681941453403113E12	-1.127236840721298E12	-1.31700844177445E12	-1.4742144353883394E12	-1.4636703503669639E12	-1.2296046403052397E12	-1.0618792900307043E12	-1.0672966614252435E12	-1.0128350852321632E12	-9.24936144149398E11	-8.748677032731699E11	-8.190245868510404E11	-6.397479417694126E11	-5.040761359674236E11	-4.57666388696378E11	-4.050775472633783E11	-3.5470325394378796E11	-3.139701173996873E11	-3.0704284493719257E11	-2.6286404684037204E11	-2.224380299001324E11	-1.8565965781286795E11	-1.5268110425535544E11	-1.2354865900350336E11	-9.819909774354704E10	-8.681529118237639E10	-3.265704472375928E10	-4.549433796226653E10	-1.5346113257980787E10
-1.237134239413761E9	-5.820837969703421E9	-2.138560533755893E10	-2.157019943340857E10	-4.687509767619655E10	-9.597125768821457E10	-8.574304831570813E10	-1.8665137628471234E11	-4.714898727287604E11	-6.199238131749873E11	-7.402019421570361E11	-8.794754561255074E11	-9.85147524855393E11	-1.039599953254389E12	-1.214617784873188E12	-1.359601818137868E12	-1.3498774816902424E12	-1.1340091810384304E12	-9.793236171835369E11	-9.843198157152676E11	-9.340923479647834E11	-8.530270990839175E11	-8.068512228934799E11	-7.553496225865938E11	-5.900108178974164E11	-4.6488679970135175E11	-4.2208517243848267E11	-3.735848439179335E11	-3.271268937441626E11	-2.8956054981589355E11	-2.8317183728625183E11	-2.4242771433255112E11	-2.0514461303287924E11	-1.7122557089242993E11	-1.408109308644751E11	-1.1394338393207358E11	-9.056462114784201E10	-8.006584720670885E10	-3.0118126858347256E10	-4.1957386336528786E10	-1.4153031598421528E10
-1.132845475470014E9	-5.330149103744249E9	-1.958282737233207E10	-1.9751860432463715E10	-4.2923589553109215E10	-8.788100885380064E10	-7.851502386958858E10	-1.709169145739476E11	-4.3174390622622656E11	-5.676650637558864E11	-6.77803907120112E11	-8.053368498885197E11	-9.021009043705409E11	-9.519630657875499E11	-1.1122271279720078E12	-1.2449892008874878E12	-1.2360846130136118E12	-1.0384137217716976E12	-8.96767944336435E11	-9.013429700053579E11	-8.553496106974666E11	-7.811180540184944E11	-7.38834742513844E11	-6.91674658322198E11	-5.402736940254601E11	-4.2569746343531116E11	-3.865039561806158E11	-3.4209214057251385E11	-2.9955053354455927E11	-2.6515098223211932E11	-2.593008296353301E11	-2.2199138182474655E11	-1.878511961656399E11	-1.5679148397200345E11	-1.289407574736042E11	-1.0433810886065146E11	-8.293014455214307E10	-7.331640323104672E10	-2.7579208992937263E10	-3.842043471079386E10	-1.295994993886322E10
