Time (ns),Neutrons out per ns,DSR,Tion (keV)
9.882,2.95E+17,0.0496132,5.42133
9.883,3.05E+17,0.0497396,5.4364
9.884,3.15E+17,0.049866,5.4521
9.885,3.25E+17,0.0499925,5.46841
9.886,3.36E+17,0.0501189,5.48528
9.887,3.48E+17,0.0502447,5.50268
9.888,3.60E+17,0.0503646,5.52057
9.889,3.72E+17,0.0504846,5.53891
9.89,3.85E+17,0.0506045,5.55766
9.891,3.99E+17,0.0507244,5.57679
9.892,4.13E+17,0.0508443,5.59626
9.893,4.28E+17,0.0509642,5.61603
9.894,4.44E+17,0.0510842,5.63606
9.895,4.60E+17,0.0512041,5.65633
9.896,4.77E+17,0.051324,5.6768
9.897,4.95E+17,0.0514439,5.69751
9.898,5.13E+17,0.0515638,5.71849
9.899,5.33E+17,0.0516491,5.73975
9.9,5.53E+17,0.0516945,5.76133
9.901,5.74E+17,0.05174,5.78326
9.902,5.96E+17,0.0517855,5.80557
9.903,6.19E+17,0.0518309,5.82827
9.904,6.43E+17,0.0518764,5.85141
9.905,6.69E+17,0.0519219,5.875
9.906,6.95E+17,0.0519673,5.89907
9.907,7.22E+17,0.0520128,5.92366
9.908,7.51E+17,0.0520582,5.94879
9.909,7.80E+17,0.0521037,5.97449
9.91,8.11E+17,0.0520939,6.00078
9.911,8.43E+17,0.0520629,6.02769
9.912,8.77E+17,0.0520318,6.05526
9.913,9.12E+17,0.0520007,6.08348
9.914,9.48E+17,0.0519696,6.11239
9.915,9.85E+17,0.0519385,6.142
9.916,1.02E+18,0.0519075,6.17232
9.917,1.06E+18,0.0518764,6.20338
9.918,1.11E+18,0.0518453,6.23519
9.919,1.15E+18,0.0518142,6.26777
9.92,1.19E+18,0.0517477,6.30114
9.921,1.24E+18,0.0516795,6.33531
9.922,1.29E+18,0.0516113,6.3703
9.923,1.34E+18,0.0515431,6.40614
9.924,1.39E+18,0.0514749,6.44283
9.925,1.45E+18,0.0514067,6.48039
9.926,1.51E+18,0.0513385,6.51885
9.927,1.57E+18,0.0512703,6.55823
9.928,1.63E+18,0.0512021,6.59853
9.929,1.70E+18,0.0511339,6.63981
9.93,1.77E+18,0.0510657,6.6821
9.931,1.84E+18,0.0510209,6.72541
9.932,1.92E+18,0.0509764,6.7698
9.933,2.00E+18,0.0509319,6.81529
9.934,2.09E+18,0.0508873,6.86191
9.935,2.18E+18,0.0508428,6.90969
9.936,2.27E+18,0.0507661,6.95867
9.937,2.37E+18,0.0505143,7.00889
9.938,2.47E+18,0.0502624,7.06036
9.939,2.58E+18,0.0500106,7.11314
9.94,2.69E+18,0.0497587,7.16724
9.941,2.81E+18,0.0495069,7.2227
9.942,2.94E+18,0.049255,7.27955
9.943,3.09E+18,0.0490031,7.33784
9.944,3.24E+18,0.0487513,7.39767
9.945,3.41E+18,0.0484994,7.45915
9.946,3.58E+18,0.0482476,7.52242
9.947,3.78E+18,0.0479957,7.58759
9.948,3.99E+18,0.0477439,7.65478
9.949,4.21E+18,0.047492,7.72412
9.95,4.46E+18,0.0472402,7.79573
9.951,4.72E+18,0.0469883,7.86972
9.952,5.00E+18,0.046772,7.94623
9.953,5.29E+18,0.0466049,8.02536
9.954,5.57E+18,0.0466024,8.10725
9.955,5.92E+18,0.0461524,8.19202
9.956,6.27E+18,0.0462198,8.27978
9.957,6.65E+18,0.0456436,8.37066
9.958,7.07E+18,0.0450119,8.46478
9.959,7.54E+18,0.0447815,8.56246
9.96,8.02E+18,0.0444375,8.66458
9.961,8.53E+18,0.0445535,8.77214
9.962,9.09E+18,0.0441319,8.88613
9.963,9.71E+18,0.0437311,9.00754
9.964,1.03E+19,0.0441347,9.13736
9.965,1.11E+19,0.0433243,9.27658
9.966,1.18E+19,0.0434951,9.4262
9.967,1.27E+19,0.0429238,9.5872
9.968,1.37E+19,0.0422181,9.76059
9.969,1.47E+19,0.0423106,9.94734
9.97,1.58E+19,0.0417019,10.1485
9.971,1.70E+19,0.0412238,10.3649
9.972,1.83E+19,0.0405953,10.5977
9.973,1.97E+19,0.0402825,10.8479
9.974,2.13E+19,0.0393365,11.1164
9.975,2.29E+19,0.0393632,11.4036
9.976,2.48E+19,0.0387009,11.7094
9.977,2.65E+19,0.039381,12.0332
9.978,2.85E+19,0.0388311,12.3747
9.979,3.07E+19,0.0382882,12.7334
9.98,3.30E+19,0.037556,13.1089
9.981,3.53E+19,0.0370455,13.5009
9.982,3.77E+19,0.0363683,13.9088
9.983,4.01E+19,0.035722,14.3324
9.984,4.23E+19,0.035389,14.7712
9.985,4.47E+19,0.0346321,15.2248
9.986,4.68E+19,0.0347055,15.6927
9.987,4.91E+19,0.0339614,16.1747
9.988,5.11E+19,0.0334787,16.6702
9.989,5.28E+19,0.0334766,17.1788
9.99,5.47E+19,0.0322395,17.7002
9.991,5.62E+19,0.031834,18.2332
9.992,5.73E+19,0.0315889,18.7762
9.993,5.85E+19,0.0306528,19.3276
9.994,5.92E+19,0.0306505,19.8857
9.995,5.97E+19,0.0303122,20.4488
9.996,6.00E+19,0.0298601,21.0153
9.997,6.00E+19,0.0293123,21.5835
9.998,6.02E+19,0.028061,22.1518
9.999,5.96E+19,0.0282793,22.7185
10,5.90E+19,0.0280608,23.2819
10.001,5.85E+19,0.0264681,23.8404
10.002,5.73E+19,0.0269701,24.3923
10.003,5.63E+19,0.0260723,24.936
10.004,5.51E+19,0.0257681,25.4698
10.005,5.37E+19,0.0255248,25.992
10.006,5.22E+19,0.0249755,26.501
10.007,5.07E+19,0.0246185,26.9964
10.008,4.91E+19,0.0243836,27.4779
10.009,4.75E+19,0.0232877,27.9455
10.01,4.58E+19,0.0229603,28.399
10.011,4.40E+19,0.0227509,28.8384
10.012,4.22E+19,0.0226409,29.2635
10.013,4.04E+19,0.0220849,29.6743
10.014,3.87E+19,0.0215146,30.0705
10.015,3.70E+19,0.0210707,30.4522
10.016,3.52E+19,0.0207232,30.8193
10.017,3.35E+19,0.0202115,31.1715
10.018,3.18E+19,0.0201153,31.5089
10.019,3.02E+19,0.0195706,31.8313
10.02,2.86E+19,0.0190513,32.1386
10.021,2.71E+19,0.0186743,32.4307
10.022,2.56E+19,0.0185974,32.7075
10.023,2.41E+19,0.0183037,32.9692
10.024,2.27E+19,0.0180498,33.216
10.025,2.14E+19,0.0174736,33.4481
10.026,2.01E+19,0.016859,33.6658
10.027,1.89E+19,0.0168221,33.8691
10.028,1.78E+19,0.0164029,34.0584
10.029,1.66E+19,0.0160821,34.2338
10.03,1.56E+19,0.0157876,34.3955
10.031,1.46E+19,0.0154848,34.5439
10.032,1.36E+19,0.0152495,34.6789
10.033,1.27E+19,0.0146489,34.8009
10.034,1.18E+19,0.0147704,34.9101
10.035,1.10E+19,0.0141959,35.0067
10.036,1.02E+19,0.0136925,35.0909
10.037,9.56E+18,0.0135665,35.1629
10.038,8.87E+18,0.0136432,35.223
10.039,8.24E+18,0.0130564,35.2722
10.04,7.64E+18,0.0129615,35.3112
10.041,7.09E+18,0.01265,35.3409
10.042,6.57E+18,0.0124675,35.3622
10.043,6.10E+18,0.0120998,35.3761
10.044,5.62E+18,0.0117355,35.3833
10.045,5.21E+18,0.0120397,35.3848
10.046,4.82E+18,0.0114635,35.3813
10.047,4.45E+18,0.0113298,35.3739
10.048,4.12E+18,0.0110102,35.3633
10.049,3.81E+18,0.0109613,35.3505
10.05,3.50E+18,0.0108284,35.3363
10.051,3.25E+18,0.0103456,35.3216
10.052,2.98E+18,0.0102485,35.3073
10.053,2.76E+18,0.00993452,35.2942
10.054,2.53E+18,0.00985399,35.2826
10.055,2.35E+18,0.00964265,35.2716
10.056,2.16E+18,0.00954434,35.2606
10.057,1.98E+18,0.00963245,35.2486
10.058,1.83E+18,0.00932965,35.235
10.059,1.68E+18,0.00909146,35.2188
10.06,1.55E+18,0.00900697,35.1993
10.061,1.42E+18,0.0087715,35.1757
10.062,1.31E+18,0.00872227,35.1472
10.063,1.20E+18,0.00851708,35.1129
10.064,1.11E+18,0.00840245,35.0721
10.065,1.02E+18,0.00828782,35.024
10.066,9.35E+17,0.00817319,34.9677
10.067,8.59E+17,0.00805856,34.9025
10.068,7.88E+17,0.00794393,34.8275
10.069,7.23E+17,0.00782931,34.742
10.07,6.63E+17,0.00771468,34.6461
10.071,6.08E+17,0.00760005,34.5404
10.072,5.58E+17,0.00748542,34.4259
10.073,5.12E+17,0.00737079,34.3031
10.074,4.70E+17,0.00725616,34.1729
10.075,4.32E+17,0.00714153,34.036
10.076,3.98E+17,0.0070269,33.8932
10.077,3.67E+17,0.00691227,33.7452
10.078,3.39E+17,0.0068132,33.5928
10.079,3.14E+17,0.00673501,33.4368
10.08,2.89E+17,0.00665682,33.2778
10.081,2.65E+17,0.00659025,33.1167
10.082,2.41E+17,0.00652434,32.9542
10.083,2.17E+17,0.0064591,32.7911
10.084,1.93E+17,0.00639451,32.6281
10.085,1.68E+17,0.00633057,32.4658
10.086,1.44E+17,0.00626726,32.3046
10.087,1.20E+17,0.00620459,32.1443
10.088,9.60E+16,0.00614254,31.9848
10.089,7.19E+16,0.00608112,31.8261
10.09,4.77E+16,0.0060203,31.6681
10.091,2.36E+16,0.0059601,31.5108
10.092,1.57E+16,0.0059005,31.3541
10.093,1.05E+16,0.0058415,31.1979
10.094,6.98E+15,0.00578308,31.0421
10.095,4.65E+15,0.00572525,30.8868
10.096,3.10E+15,0.005668,30.7317
10.097,2.07E+15,0.00561132,30.577
10.098,1.38E+15,0.0055552,30.4224
10.099,9.19E+14,0.00549965,30.2679
10.1,6.13E+14,0.00544466,30.1136
