3.937999999999999545e+02	4.890000000000001705e+02	6.190000000000000000e+02	7.598000000000000682e+02	8.904000000000004320e+02	1.055999999999999318e+03	1.266000000000000000e+03	1.456000000000000000e+03	1.687000000000000000e+03	1.997999999999999545e+03	2.404000000000000000e+03	2.867999999999999545e+03	3.360000000000000000e+03	4.233999999999997272e+03	5.186000000000001819e+03	7.102999999999994543e+03	9.967000000000005457e+03	1.911000000000000000e+04	4.833999999999994907e+04	1.093000000000000437e+05	2.601000000000001746e+05	4.885999999999999418e+05	8.254000000000004657e+05	1.410000000000000000e+06	2.995999999999999534e+06	8.797000000000001863e+06	4.038000000000001490e+07	3.114999999999999404e+08	2.638000000000001431e+09	1.383000000000000381e+10	5.524000000000002289e+10	1.489000000000000000e+11	1.455000000000000610e+11	5.668000000000001526e+10	7.758000000000005722e+09	5.940000000000000000e+08	2.920000000000000000e+07	1.034799999999999069e+06	1.372000000000001455e+05
3.946999999999999886e+02	4.845000000000000000e+02	6.190000000000000000e+02	7.592000000000000455e+02	8.780999999999999091e+02	1.074000000000000000e+03	1.269000000000000000e+03	1.459000000000000000e+03	1.690000000000000000e+03	2.010000000000000000e+03	2.410000000000000000e+03	2.880000000000000000e+03	3.360000000000000000e+03	4.259000000000000000e+03	5.194999999999999091e+03	7.056000000000001819e+03	9.964000000000000000e+03	1.918000000000000000e+04	4.846000000000000728e+04	1.097999999999999854e+05	2.566000000000000291e+05	4.896000000000000000e+05	8.226000000000000000e+05	1.408000000000000000e+06	2.982000000000000466e+06	8.786000000000000000e+06	4.030000000000000000e+07	3.116000000000000000e+08	2.636000000000000000e+09	1.372000000000000191e+10	5.567999999999999237e+10	1.492000000000000000e+11	1.452000000000000000e+11	5.642000000000000000e+10	7.702999999999999046e+09	5.940000000000000000e+08	2.920000000000000000e+07	1.061200000000000233e+06	1.332999999999999709e+05
3.931999999999998749e+02	4.852000000000001592e+02	6.183999999999999773e+02	7.537999999999996135e+02	8.864000000000008868e+02	1.071999999999999545e+03	1.257999999999999091e+03	1.460000000000000000e+03	1.696000000000000227e+03	2.022000000000000455e+03	2.382999999999999091e+03	2.870999999999999545e+03	3.329999999999998636e+03	4.195999999999998181e+03	5.330000000000004547e+03	6.929999999999996362e+03	1.001500000000000182e+04	1.930000000000000364e+04	4.809999999999999272e+04	1.110000000000000291e+05	2.529999999999998836e+05	4.905000000000000000e+05	8.235000000000000000e+05	1.405000000000000000e+06	2.954999999999999069e+06	8.795000000000000000e+06	4.030000000000000000e+07	3.110000000000000000e+08	2.645000000000000477e+09	1.359999999999999619e+10	5.655000000000002289e+10	1.495000000000000000e+11	1.455000000000000000e+11	5.614999999999999237e+10	7.832000000000004768e+09	5.991000000000002384e+08	2.913999999999999627e+07	1.061999999999999534e+06	1.354000000000002328e+05
3.905000000000000568e+02	4.884999999999998863e+02	6.175000000000000000e+02	7.460000000000002274e+02	9.049999999999994316e+02	1.060000000000000455e+03	1.240000000000000455e+03	1.460000000000000000e+03	1.701999999999999773e+03	2.033999999999999545e+03	2.356000000000000909e+03	2.862000000000000455e+03	3.300000000000000909e+03	4.133000000000002728e+03	5.464999999999994543e+03	6.804000000000006366e+03	1.006599999999999818e+04	1.941999999999999272e+04	4.774000000000001455e+04	1.121999999999999418e+05	2.494000000000001746e+05	4.913999999999999418e+05	8.244000000000000000e+05	1.402000000000000233e+06	2.928000000000001397e+06	8.804000000000000000e+06	4.030000000000000000e+07	3.104000000000000000e+08	2.653999999999999523e+09	1.348000000000000572e+10	5.741999999999996185e+10	1.498000000000000000e+11	1.458000000000000000e+11	5.588000000000001526e+10	7.960999999999994278e+09	6.041999999999997616e+08	2.908000000000000373e+07	1.050000000000000466e+06	1.404999999999998545e+05
3.877999999999999545e+02	4.918000000000000682e+02	6.166000000000000227e+02	7.381999999999999318e+02	9.236000000000002501e+02	1.047999999999999773e+03	1.221999999999999773e+03	1.460000000000000000e+03	1.708000000000000000e+03	2.046000000000000000e+03	2.329000000000000000e+03	2.853000000000000000e+03	3.270000000000000000e+03	4.070000000000000000e+03	5.600000000000000000e+03	6.740000000000000000e+03	1.011000000000000000e+04	1.951000000000000000e+04	4.756000000000000000e+04	1.132000000000000000e+05	2.474000000000000000e+05	4.906000000000000000e+05	8.266000000000000000e+05	1.403000000000000000e+06	2.915000000000000000e+06	8.803000000000000000e+06	4.037000000000000000e+07	3.103000000000000000e+08	2.666000000000000000e+09	1.346999999999999809e+10	5.763000000000000763e+10	1.494000000000000000e+11	1.460000000000000000e+11	5.585000000000000000e+10	8.090000000000000000e+09	6.093000000000000000e+08	2.902000000000000000e+07	1.037999999999999884e+06	1.456000000000000582e+05
3.857999999999999545e+02	4.947000000000001023e+02	6.178000000000002956e+02	7.337000000000001592e+02	9.327999999999994998e+02	1.040000000000000000e+03	1.214000000000000682e+03	1.461000000000000227e+03	1.710000000000000000e+03	2.047999999999999773e+03	2.332000000000000909e+03	2.845999999999999545e+03	3.282000000000001364e+03	4.097000000000000909e+03	5.563999999999998181e+03	6.800000000000001819e+03	1.014000000000000182e+04	1.954000000000000000e+04	4.774000000000000728e+04	1.138000000000000146e+05	2.486000000000000291e+05	4.863999999999998254e+05	8.314000000000001164e+05	1.412000000000000233e+06	2.930000000000000466e+06	8.782000000000000000e+06	4.058000000000000745e+07	3.112000000000000596e+08	2.684000000000000477e+09	1.368000000000000763e+10	5.651999999999996185e+10	1.475999999999999390e+11	1.460000000000000000e+11	5.630000000000001526e+10	8.044999999999998093e+09	6.077999999999997616e+08	2.891999999999999255e+07	1.026499999999999418e+06	1.481999999999998836e+05
3.851999999999999886e+02	4.967999999999999545e+02	6.231999999999998181e+02	7.357999999999999545e+02	9.232000000000002728e+02	1.040000000000000000e+03	1.225999999999999773e+03	1.464000000000000000e+03	1.710000000000000000e+03	2.045000000000000000e+03	2.349999999999999545e+03	2.840000000000000000e+03	3.314999999999999091e+03	4.123999999999999091e+03	5.528000000000000909e+03	6.859999999999997272e+03	1.016999999999999818e+04	1.957000000000000000e+04	4.791999999999999272e+04	1.143999999999999709e+05	2.497999999999999418e+05	4.822000000000001746e+05	8.361999999999997672e+05	1.420999999999999534e+06	2.944999999999999534e+06	8.761000000000000000e+06	4.078999999999999255e+07	3.120999999999999404e+08	2.701999999999999046e+09	1.388999999999999046e+10	5.541000000000004578e+10	1.458000000000000610e+11	1.460000000000000000e+11	5.674999999999998474e+10	8.000000000000001907e+09	6.030000000000001192e+08	2.880000000000000373e+07	1.016000000000000233e+06	1.458000000000000582e+05
3.845999999999999659e+02	4.989000000000000341e+02	6.286000000000001364e+02	7.379000000000000909e+02	9.135999999999997954e+02	1.040000000000000000e+03	1.238000000000000227e+03	1.467000000000000000e+03	1.710000000000000000e+03	2.042000000000000000e+03	2.368000000000000000e+03	2.834000000000000000e+03	3.348000000000000455e+03	4.151000000000000000e+03	5.492000000000000000e+03	6.920000000000000000e+03	1.020000000000000000e+04	1.960000000000000000e+04	4.810000000000000000e+04	1.150000000000000000e+05	2.510000000000000000e+05	4.780000000000000000e+05	8.410000000000000000e+05	1.430000000000000000e+06	2.960000000000000000e+06	8.740000000000000000e+06	4.100000000000000000e+07	3.130000000000000000e+08	2.720000000000000000e+09	1.410000000000000000e+10	5.430000000000000000e+10	1.440000000000000000e+11	1.460000000000000000e+11	5.720000000000000000e+10	7.955000000000000000e+09	5.982000000000000000e+08	2.868000000000000000e+07	1.005499999999999767e+06	1.433999999999999709e+05
3.840000000000001137e+02	5.009999999999998863e+02	6.339999999999995453e+02	7.400000000000004547e+02	9.040000000000000000e+02	1.040000000000000227e+03	1.249999999999999773e+03	1.469999999999999318e+03	1.705999999999999318e+03	2.034999999999999091e+03	2.374999999999999091e+03	2.835000000000000909e+03	3.365999999999999545e+03	4.172000000000000909e+03	5.447999999999998181e+03	6.923000000000000000e+03	1.009199999999999636e+04	1.938999999999999272e+04	4.743999999999997090e+04	1.150000000000000000e+05	2.516000000000000291e+05	4.846000000000002910e+05	8.422000000000000000e+05	1.420999999999999534e+06	2.972000000000000466e+06	8.797000000000001863e+06	4.100000000000000000e+07	3.136000000000000000e+08	2.698999999999999046e+09	1.413000000000000191e+10	5.568000000000006104e+10	1.473000000000001221e+11	1.472000000000000610e+11	5.662999999999997711e+10	7.972000000000001907e+09	5.942999999999998808e+08	2.861000000000000000e+07	9.950000000000001164e+05	1.410000000000001164e+05
3.863999999999999204e+02	4.989000000000000909e+02	6.268000000000002956e+02	7.474999999999997726e+02	9.046000000000000227e+02	1.043000000000000000e+03	1.247000000000000000e+03	1.458000000000000455e+03	1.694000000000000227e+03	2.020000000000000455e+03	2.360000000000000455e+03	2.849999999999999545e+03	3.354000000000000455e+03	4.189999999999999091e+03	5.400000000000001819e+03	6.926000000000000000e+03	9.984000000000003638e+03	1.918000000000000728e+04	4.678000000000002183e+04	1.150000000000000000e+05	2.521999999999999709e+05	4.911999999999997672e+05	8.434000000000000000e+05	1.412000000000000233e+06	2.983999999999999534e+06	8.853999999999998137e+06	4.100000000000000000e+07	3.142000000000000000e+08	2.678000000000000954e+09	1.415999999999999809e+10	5.705999999999995422e+10	1.505999999999998779e+11	1.483999999999999695e+11	5.606000000000002289e+10	8.019999999999999046e+09	5.922000000000000000e+08	2.864000000000000000e+07	9.965000000000000000e+05	1.427999999999999418e+05
