-5.803642120306967E8	-2.6403632995742893E9	-5.130114008599963E9	-1.0511274651296902E10	-2.854275774110942E10	-3.97092951673088E10	-7.473522434623074E10	-2.0314010198341238E11	-2.2250682404424863E11	-5.403849191715511E11	-1.130007910851749E12	-1.2041014088332153E12	-1.8542721586262212E12	-1.8149479219027512E12	-1.3482998996393103E12	-1.2222921046142341E12	-1.1506446915429924E12	-1.053921355645325E12	-9.154475528030406E11	-8.921081131702324E11	-7.90201384699404E11	-6.30232582908991E11	-5.887659762930316E11	-5.4421537537343616E11	-4.1118810801828076E11	-3.057325493278716E11	-7.597381014318082E10	-1.3266101808990714E11	-3.2294846150801205E10	-1.4194755459324108E10
-5.511452439799054E8	-2.5074317898542128E9	-4.871833718039471E9	-9.98207489734465E9	-2.710574644849229E10	-3.771009431591021E10	-7.097261099555478E10	-1.929128274088494E11	-2.1130451410152585E11	-5.1317874525335657E11	-1.0731166271373557E12	-1.1434798200700032E12	-1.7609171277038357E12	-1.723572705711575E12	-1.2804185057253066E12	-1.1607546886035295E12	-1.0927144301949185E12	-1.0008607192720079E12	-8.693585069193629E11	-8.47194112761134E11	-7.50417971913776E11	-5.985029460312238E11	-5.591240137217952E11	-5.168163536278554E11	-3.904864659425009E11	-2.903401639848112E11	-7.214883905562335E10	-1.2598207757496472E11	-3.0668932529105366E10	-1.3480107488865084E10
-5.219262759290487E8	-2.374500280133839E9	-4.613553427478401E9	-9.452875143391216E9	-2.566873515587195E10	-3.571089346450716E10	-6.72099976448704E10	-1.8268555283426355E11	-2.0010220415877798E11	-4.8597257133510126E11	-1.0162253434228352E12	-1.0828582313066554E12	-1.6675620967812417E12	-1.632197489520194E12	-1.2125371118111511E12	-1.0992172725926871E12	-1.0347841688467147E12	-9.478000828985723E11	-8.232694610355823E11	-8.022801123519352E11	-7.106345591280591E11	-5.667733091533856E11	-5.294820511504924E11	-4.8941733188221356E11	-3.697848238666748E11	-2.749477786417165E11	-6.832386796805731E10	-1.1930313706000739E11	-2.904301890740589E10	-1.2765459518404465E10
-4.9270730787822545E8	-2.2415687704136167E9	-4.355273136917626E9	-8.923675389438383E9	-2.4231723863253246E10	-3.3711692613106377E10	-6.344738429419031E10	-1.724582782596894E11	-1.8889989421604297E11	-4.587663974168771E11	-9.593340597083795E11	-1.0222366425433771E12	-1.5742070658587544E12	-1.540822273328918E12	-1.1446557178970728E12	-1.0376798565819152E12	-9.768539074985773E11	-8.947394465251973E11	-7.771804151518544E11	-7.573661119427877E11	-6.708511463423875E11	-5.3504367227558374E11	-4.998400885792235E11	-4.620183101366029E11	-3.490831817908723E11	-2.595553932986393E11	-6.4498896880495674E10	-1.1262419654505766E11	-2.7417105285708275E10	-1.205081154794466E10
-4.634883398274287E8	-2.1086372606935155E9	-4.0969928463570867E9	-8.394475635486034E9	-2.2794712570635853E10	-3.1712491761707424E10	-5.968477094351365E10	-1.622310036851245E11	-1.776975842733181E11	-4.315602234986776E11	-9.024427759939756E11	-9.616150537801537E11	-1.480852034936352E12	-1.4494470571377246E12	-1.0767743239830565E12	-9.761424405711991E11	-9.189236461504924E11	-8.416788101518704E11	-7.310913692681685E11	-7.12452111533681E11	-6.310677335567521E11	-5.0331403539781055E11	-4.7019812600798157E11	-4.3461928839101715E11	-3.283815397150887E11	-2.441630079555761E11	-6.067392579293749E10	-1.0594525603011401E11	-2.579119166401213E10	-1.1336163577485506E10
-4.342693717765774E8	-1.9757057509731665E9	-3.838712555796065E9	-7.865275881532699E9	-2.1357701278015778E10	-2.9713290910304737E10	-5.592215759282995E10	-1.520037291105406E11	-1.6649527433057236E11	-4.0435404958042737E11	-8.455514922794656E11	-9.009934650168173E11	-1.3874970040137751E12	-1.358071840946361E12	-1.0088929300689135E12	-9.146050245603682E11	-8.609933848022994E11	-7.886181737784446E11	-6.850023233843962E11	-6.675381111244906E11	-5.912843207710425E11	-4.715843985199783E11	-4.4055616343668427E11	-4.072202666453803E11	-3.0767989763926636E11	-2.2877062261248416E11	-5.6848954705372185E10	-9.92663155151579E10	-2.416527804231296E10	-1.0621515607025017E10
-4.050504037257543E8	-1.8427742412529454E9	-3.5804322652352924E9	-7.336076127579871E9	-1.9920689985397083E10	-2.7714090058903976E10	-5.215954424214989E10	-1.417764545359665E11	-1.5529296438783734E11	-3.7714787566220337E11	-7.886602085650104E11	-8.403718762535392E11	-1.2941419730912883E12	-1.2666966247550852E12	-9.410115361548357E11	-8.530676085495966E11	-8.030631234541624E11	-7.3555753740507E11	-6.389132775006686E11	-6.226241107153433E11	-5.515009079853711E11	-4.398547616421765E11	-4.109142008654155E11	-3.7982124489976984E11	-2.8697825556346405E11	-2.1337823726940704E11	-5.3023983617810555E10	-9.258737500020822E10	-2.2539364420615353E10	-9.906867636565218E9
-3.758314356749524E8	-1.7098427315328207E9	-3.3221519746747065E9	-6.806876373627428E9	-1.8483678692779434E10	-2.571488920750466E10	-4.8396930891472565E10	-1.315491799613998E11	-1.4409065444511053E11	-3.499417017439991E11	-7.317689248505963E11	-7.797502874903049E11	-1.2007869421688694E12	-1.1753214085638757E12	-8.731301422408073E11	-7.915301925388695E11	-7.451328621060673E11	-6.824969010317338E11	-5.928242316169742E11	-5.777101103062288E11	-5.1171749519972864E11	-4.0812512476439777E11	-3.8127223829416833E11	-3.5242222315417926E11	-2.6627661348767667E11	-1.9798585192634116E11	-4.91990125302517E10	-8.59084344852634E10	-2.0913450798918922E10	-9.192219666105938E9
-3.4661246762410593E8	-1.5769112218124933E9	-3.063871684113727E9	-6.277676619674179E9	-1.7046667400159594E10	-2.3715688356102306E10	-4.463431754078949E10	-1.2132190538681754E11	-1.3288834450236661E11	-3.227355278257533E11	-6.748776411360957E11	-7.191286987269785E11	-1.107431911246308E12	-1.0839461923725271E12	-8.052487483266754E11	-7.299927765280487E11	-6.872026007578839E11	-6.294362646583167E11	-5.467351857332097E11	-5.327961098970456E11	-4.719340824140256E11	-3.7639548788657074E11	-3.516302757228759E11	-3.2502320140854694E11	-2.455749714118578E11	-1.8259346658325174E11	-4.537404144268702E10	-7.922949397030838E10	-1.928753717722002E10	-8.477571695645569E9
-3.1739349957328284E8	-1.4439797120922723E9	-2.805591393552954E9	-5.748476865721352E9	-1.5609656107540903E10	-2.171648750470155E10	-4.087170419010943E10	-1.1109463081224344E11	-1.2168603455963164E11	-2.955293539075293E11	-6.179863574216404E11	-6.585071099637004E11	-1.0140768803238213E12	-9.925709761812513E11	-7.373673544125978E11	-6.684553605172772E11	-6.292723394097468E11	-5.76375628284942E11	-5.0064613984948206E11	-4.8788210948789844E11	-4.3215066962835425E11	-3.4466585100876904E11	-3.2198831315160724E11	-2.976241796629365E11	-2.248733293360554E11	-1.6720108124017465E11	-4.15490703551254E10	-7.25505534553587E10	-1.766162355552241E10	-7.76292372518577E9
