Time (ns),Neutrons out per ns,DSR,Tion (keV)
9.77,4.00E+16,0.034078,5.06516
9.771,4.14E+16,0.0343956,5.05617
9.772,4.27E+16,0.0347133,5.04731
9.773,4.37E+16,0.034978,5.0386
9.774,4.45E+16,0.035227,5.03002
9.775,4.54E+16,0.0354759,5.02159
9.776,4.68E+16,0.035719,5.01331
9.777,4.85E+16,0.0359595,5.00518
9.778,5.00E+16,0.0362001,4.99721
9.779,5.10E+16,0.0364862,4.98939
9.78,5.18E+16,0.0368,4.98174
9.781,5.30E+16,0.0370363,4.97425
9.782,5.47E+16,0.0372998,4.96694
9.783,5.65E+16,0.0376042,4.95979
9.784,5.83E+16,0.0379086,4.95282
9.785,5.97E+16,0.0381845,4.94603
9.786,6.08E+16,0.0384287,4.93942
9.787,6.20E+16,0.0386729,4.933
9.788,6.36E+16,0.0389173,4.92676
9.789,6.57E+16,0.0391622,4.92072
9.79,6.79E+16,0.039407,4.91487
9.791,6.97E+16,0.039661,4.90922
9.792,7.10E+16,0.0399344,4.90377
9.793,7.23E+16,0.0402078,4.89853
9.794,7.41E+16,0.0404776,4.89349
9.795,7.65E+16,0.0407363,4.88867
9.796,7.91E+16,0.040995,4.88406
9.797,8.13E+16,0.0412572,4.87968
9.798,8.29E+16,0.0415372,4.87551
9.799,8.45E+16,0.0418173,4.87157
9.8,8.64E+16,0.0420867,4.86785
9.801,8.90E+16,0.0422416,4.86437
9.802,9.20E+16,0.0423965,4.86113
9.803,9.50E+16,0.0425521,4.85813
9.804,9.76E+16,0.0428154,4.85539
9.805,9.98E+16,0.0430786,4.85291
9.806,1.02E+17,0.0433419,4.85069
9.807,1.04E+17,0.0436335,4.84875
9.808,1.06E+17,0.0439268,4.84708
9.809,1.09E+17,0.0442202,4.84571
9.81,1.13E+17,0.0446138,4.84463
9.811,1.15E+17,0.0448198,4.84386
9.812,1.17E+17,0.0449543,4.84339
9.813,1.21E+17,0.0452365,4.84324
9.814,1.26E+17,0.0455252,4.84341
9.815,1.30E+17,0.0458113,4.84392
9.816,1.33E+17,0.0460162,4.84476
9.817,1.36E+17,0.0462212,4.84594
9.818,1.39E+17,0.0464277,4.84748
9.819,1.44E+17,0.0466435,4.84938
9.82,1.49E+17,0.0468593,4.85164
9.821,1.54E+17,0.0470861,4.85428
9.822,1.57E+17,0.0473412,4.85729
9.823,1.60E+17,0.0475963,4.86069
9.824,1.65E+17,0.0478959,4.86449
9.825,1.71E+17,0.0482517,4.86869
9.826,1.77E+17,0.0486075,4.87329
9.827,1.82E+17,0.0486729,4.87831
9.828,1.86E+17,0.048574,4.88376
9.829,1.90E+17,0.0484751,4.88963
9.83,1.97E+17,0.0487913,4.89594
9.831,2.05E+17,0.0491723,4.90269
9.832,2.12E+17,0.0495238,4.90989
9.833,2.18E+17,0.0496649,4.91755
9.834,2.24E+17,0.049806,4.92568
9.835,2.31E+17,0.0499361,4.93428
9.836,2.40E+17,0.0500507,4.94335
9.837,2.45E+17,0.0501652,4.95291
9.838,2.42E+17,0.0504165,4.96297
9.839,2.42E+17,0.0507164,4.97352
9.84,2.67E+17,0.0508641,4.98458
9.841,2.94E+17,0.0507656,4.99616
9.842,2.96E+17,0.0508947,5.00826
9.843,2.97E+17,0.0510653,5.02088
9.844,3.06E+17,0.0512785,5.03404
9.845,3.18E+17,0.0514917,5.04774
9.846,3.29E+17,0.0516698,5.06199
9.847,3.39E+17,0.0518449,5.0768
9.848,3.50E+17,0.0519573,5.09218
9.849,3.62E+17,0.0519715,5.10812
9.85,3.75E+17,0.0519857,5.12464
9.851,3.88E+17,0.0520433,5.14174
9.852,4.01E+17,0.0521059,5.15941
9.853,4.14E+17,0.0522056,5.17763
9.854,4.28E+17,0.0523518,5.19639
9.855,4.42E+17,0.0524877,5.21567
9.856,4.57E+17,0.0523567,5.23545
9.857,4.73E+17,0.0522257,5.25572
9.858,4.88E+17,0.0523329,5.27647
9.859,5.03E+17,0.0525599,5.29767
9.86,5.19E+17,0.0527462,5.31931
9.861,5.35E+17,0.0528511,5.34137
9.862,5.51E+17,0.05295,5.36384
9.863,5.68E+17,0.0528771,5.3867
9.864,5.86E+17,0.0528041,5.40994
9.865,6.03E+17,0.0527353,5.43354
9.866,6.21E+17,0.0526676,5.45748
9.867,6.40E+17,0.0526477,5.48175
9.868,6.58E+17,0.0526711,5.50633
9.869,6.74E+17,0.052676,5.53121
9.87,6.90E+17,0.0526391,5.55636
9.871,7.14E+17,0.0527465,5.58178
9.872,7.34E+17,0.0527058,5.60744
9.873,7.53E+17,0.052665,5.63334
9.874,7.72E+17,0.0528053,5.65945
9.875,7.92E+17,0.0529587,5.68576
9.876,8.14E+17,0.0528236,5.71225
9.877,8.37E+17,0.0525995,5.73891
9.878,8.60E+17,0.0524888,5.76572
9.879,8.83E+17,0.0524535,5.79266
9.88,9.08E+17,0.0523782,5.81973
9.881,9.33E+17,0.0522518,5.84689
9.882,9.58E+17,0.0522143,5.87414
9.883,9.84E+17,0.0524139,5.90147
9.884,1.01E+18,0.0525606,5.92893
9.885,1.04E+18,0.0522593,5.95657
9.886,1.07E+18,0.051958,5.98444
9.887,1.11E+18,0.0516614,6.01259
9.888,1.14E+18,0.0513648,6.04109
9.889,1.18E+18,0.0514491,6.06999
9.89,1.22E+18,0.0515739,6.09933
9.891,1.25E+18,0.0515257,6.12918
9.892,1.30E+18,0.0514527,6.15959
9.893,1.34E+18,0.0513623,6.19061
9.894,1.38E+18,0.0512699,6.2223
9.895,1.43E+18,0.0510842,6.25472
9.896,1.48E+18,0.0508819,6.28791
9.897,1.53E+18,0.050419,6.32193
9.898,1.59E+18,0.0500389,6.35683
9.899,1.65E+18,0.0500469,6.39268
9.9,1.68E+18,0.049626,6.42952
9.901,1.75E+18,0.0496385,6.46741
9.902,1.83E+18,0.0495583,6.5064
9.903,1.89E+18,0.0493865,6.54655
9.904,1.96E+18,0.0491853,6.58791
9.905,2.03E+18,0.0489781,6.63053
9.906,2.11E+18,0.0488052,6.67448
9.907,2.18E+18,0.0486411,6.7198
9.908,2.27E+18,0.0484933,6.76655
9.909,2.36E+18,0.0482206,6.81478
9.91,2.45E+18,0.0478875,6.86455
9.911,2.55E+18,0.0475176,6.91592
9.912,2.66E+18,0.0472129,6.96893
9.913,2.77E+18,0.0470016,7.02363
9.914,2.88E+18,0.0469257,7.0801
9.915,3.00E+18,0.0467268,7.13837
9.916,3.13E+18,0.0460557,7.19851
9.917,3.26E+18,0.0461426,7.26057
9.918,3.40E+18,0.0463684,7.32459
9.919,3.55E+18,0.0457539,7.39065
9.92,3.72E+18,0.0453357,7.45878
9.921,3.89E+18,0.0450132,7.52906
9.922,4.07E+18,0.0447152,7.60159
9.923,4.25E+18,0.0444843,7.67646
9.924,4.46E+18,0.0441833,7.75379
9.925,4.67E+18,0.0437371,7.83368
9.926,4.90E+18,0.0436871,7.91625
9.927,5.11E+18,0.0437404,8.0016
9.928,5.39E+18,0.0435781,8.08983
9.929,5.65E+18,0.042773,8.18105
9.93,5.81E+18,0.0425694,8.27538
9.931,6.31E+18,0.0423678,8.37291
9.932,6.52E+18,0.0422519,8.47376
9.933,6.89E+18,0.0416712,8.57804
9.934,7.25E+18,0.0413467,8.68584
9.935,7.63E+18,0.0408037,8.79728
9.936,8.03E+18,0.0405253,8.91246
9.937,8.46E+18,0.0402167,9.0315
9.938,8.91E+18,0.0402342,9.15449
9.939,9.38E+18,0.0400983,9.28155
9.94,9.91E+18,0.0394906,9.41279
9.941,1.05E+19,0.0390103,9.54839
9.942,1.10E+19,0.0387264,9.68891
9.943,1.16E+19,0.0384478,9.83497
9.944,1.23E+19,0.0382736,9.98721
9.945,1.30E+19,0.0373805,10.1463
9.946,1.37E+19,0.0371634,10.3127
9.947,1.45E+19,0.0367584,10.4873
9.948,1.53E+19,0.0360229,10.6706
9.949,1.61E+19,0.0359715,10.8632
9.95,1.70E+19,0.0355213,11.0658
9.951,1.79E+19,0.0349513,11.279
9.952,1.88E+19,0.0348848,11.5034
9.953,1.98E+19,0.0341013,11.7397
9.954,2.07E+19,0.0339736,11.9884
9.955,2.17E+19,0.0336389,12.2504
9.956,2.27E+19,0.0329082,12.5257
9.957,2.37E+19,0.0326651,12.8133
9.958,2.47E+19,0.0324212,13.1116
9.959,2.57E+19,0.0315174,13.4193
9.96,2.65E+19,0.031436,13.7347
9.961,2.75E+19,0.0304901,14.0564
9.962,2.83E+19,0.0305837,14.383
9.963,2.91E+19,0.0298273,14.7128
9.964,2.98E+19,0.0291098,15.0444
9.965,3.04E+19,0.0291658,15.3763
9.966,3.09E+19,0.0292046,15.7073
9.967,3.14E+19,0.0286989,16.0369
9.968,3.18E+19,0.0281859,16.3649
9.969,3.22E+19,0.0274906,16.6912
9.97,3.25E+19,0.0266672,17.0156
9.971,3.26E+19,0.025907,17.3378
9.972,3.27E+19,0.0254272,17.6578
9.973,3.26E+19,0.0255098,17.9753
9.974,3.25E+19,0.0248874,18.2902
9.975,3.23E+19,0.0245378,18.6022
9.976,3.20E+19,0.024593,18.9112
9.977,3.16E+19,0.0245227,19.217
9.978,3.12E+19,0.0239111,19.5193
9.979,3.07E+19,0.0240589,19.8182
9.98,3.02E+19,0.0232801,20.1132
9.981,2.98E+19,0.0224324,20.4043
9.982,2.94E+19,0.0222896,20.6912
9.983,2.86E+19,0.0222511,20.9738
9.984,2.78E+19,0.0220481,21.2518
9.985,2.73E+19,0.0215675,21.5249
9.986,2.64E+19,0.0209823,21.7931
9.987,2.56E+19,0.020405,22.056
9.988,2.50E+19,0.0198975,22.3135
9.989,2.42E+19,0.0195292,22.5653
9.99,2.31E+19,0.0192416,22.8112
9.991,2.25E+19,0.0194974,23.051
9.992,2.17E+19,0.0195424,23.2846
9.993,2.07E+19,0.0190338,23.5116
9.994,1.99E+19,0.0185462,23.7319
9.995,1.93E+19,0.0180743,23.9452
9.996,1.84E+19,0.0178261,24.1513
9.997,1.74E+19,0.0176117,24.3501
9.998,1.68E+19,0.0170838,24.5413
9.999,1.62E+19,0.0166426,24.7247
10,1.52E+19,0.0165168,24.9
10.001,1.44E+19,0.0163146,25.0672
10.002,1.39E+19,0.0159677,25.2263
10.003,1.33E+19,0.0156454,25.3776
10.004,1.25E+19,0.0153561,25.5214
10.005,1.18E+19,0.0151836,25.6577
10.006,1.13E+19,0.0151526,25.7868
10.007,1.08E+19,0.0149616,25.9089
10.008,1.01E+19,0.0145463,26.0243
10.009,9.45E+18,0.0141838,26.1331
10.01,9.05E+18,0.0139328,26.2355
10.011,8.62E+18,0.0136746,26.3318
10.012,8.01E+18,0.0133902,26.4221
10.013,7.46E+18,0.0131026,26.5067
10.014,7.11E+18,0.0127882,26.5858
10.015,6.79E+18,0.0124738,26.6596
10.016,6.32E+18,0.012445,26.7283
10.017,5.83E+18,0.0124199,26.792
10.018,5.49E+18,0.0121669,26.8511
10.019,5.25E+18,0.0118741,26.9057
10.02,4.96E+18,0.0114472,26.9561
10.021,4.55E+18,0.0113516,27.0024
10.022,4.21E+18,0.011264,27.0448
10.023,4.02E+18,0.0111109,27.0836
10.024,3.80E+18,0.0109388,27.119
10.025,3.49E+18,0.0107276,27.1512
10.026,3.22E+18,0.0105125,27.1803
10.027,3.04E+18,0.0102666,27.2066
10.028,2.89E+18,0.0100207,27.2304
10.029,2.68E+18,0.00996272,27.2517
10.03,2.45E+18,0.00993176,27.2709
10.031,2.28E+18,0.00979004,27.2881
10.032,2.17E+18,0.00957812,27.3034
10.033,2.04E+18,0.00939019,27.3167
10.034,1.87E+18,0.00925179,27.3282
10.035,1.71E+18,0.00911317,27.3378
10.036,1.61E+18,0.00896088,27.3457
10.037,1.53E+18,0.00880859,27.3517
10.038,1.42E+18,0.0086479,27.3561
10.039,1.29E+18,0.00848321,27.3587
10.04,1.19E+18,0.00832433,27.3596
10.041,1.12E+18,0.00817825,27.359
10.042,1.06E+18,0.00803216,27.3567
10.043,9.80E+17,0.00801672,27.3528
10.044,8.90E+17,0.00801245,27.3474
10.045,8.21E+17,0.00795214,27.3405
10.046,7.76E+17,0.00783748,27.3321
10.047,7.34E+17,0.00771739,27.3223
10.048,6.79E+17,0.00752895,27.311
10.049,6.16E+17,0.00734051,27.2984
10.05,5.55E+17,0.00736646,27.2844
10.051,5.25E+17,0.00725101,27.2692
10.052,5.06E+17,0.00709069,27.2526
10.053,4.67E+17,0.00688837,27.2348
10.054,4.21E+17,0.00668604,27.2158
10.055,3.88E+17,0.00664134,27.1956
10.056,3.67E+17,0.00668104,27.1743
10.057,3.46E+17,0.0066917,27.1518
10.058,3.17E+17,0.00652474,27.1283
10.059,2.88E+17,0.00635778,27.1037
10.06,2.66E+17,0.00627223,27.0781
10.061,2.52E+17,0.0062379,27.0515
10.062,2.37E+17,0.00619917,27.024
10.063,2.18E+17,0.0061034,26.9955
10.064,1.97E+17,0.00600763,26.9662
10.065,1.82E+17,0.00591335,26.936
10.066,1.72E+17,0.00582048,26.905
10.067,1.63E+17,0.00572762,26.8732
10.068,1.50E+17,0.00572645,26.8406
10.069,1.36E+17,0.00573097,26.8073
10.07,1.25E+17,0.00567936,26.7734
