-1.6932097251045306E9	-7.893749499467104E9	-1.453752520691349E10	-2.8615041577504528E10	-7.38163119014407E10	-1.0919643419255048E11	-1.508207311873289E11	-3.5518850173572076E11	-6.526645667170051E11	-8.337575617494841E11	-1.5953131744671587E12	-1.6871378339369365E12	-1.86735937139511E12	-2.1900284356165173E12	-2.385449442464305E12	-2.271782970754842E12	-1.8041500507728596E12	-1.512726288264705E12	-1.4340892855181099E12	-1.3823329174324175E12	-1.2413481448385376E12	-1.2311604897416208E12	-1.0357483426134009E12	-9.021693851466571E11	-7.215776235027013E11	-6.534572683992805E11	-5.808533487966614E11	-5.11139141252814E11	-4.647980151455435E11	-4.445167206765879E11	-3.820572778258076E11	-3.23925458446587E11	-2.7053223393896118E11	-2.2232928937160504E11	-1.330794291170722E11	-1.3850908181023734E11	-6.948451639273793E10	-2.0104780057516468E10
-1.607963529981628E9	-7.496331447759808E9	-1.3805620179427212E10	-2.7174391088909363E10	-7.009996203981042E10	-1.0369883965485745E11	-1.432275232764895E11	-3.373062111514841E11	-6.198055710596729E11	-7.91781273319116E11	-1.5149956708901167E12	-1.602197333738628E12	-1.7733454527538728E12	-2.0797694472707322E12	-2.2653518044616777E12	-2.1574079754246565E12	-1.713318463297963E12	-1.436566697149082E12	-1.361888746361985E12	-1.312738100052674E12	-1.1788513350214158E12	-1.1691765867554487E12	-9.836026432333701E11	-8.567488407806167E11	-6.852491368554641E11	-6.205583634493901E11	-5.516097547071844E11	-4.8540537282226685E11	-4.413973331719098E11	-4.221371190570366E11	-3.628222540890681E11	-3.076171344235196E11	-2.5691204072871265E11	-2.1113591757465408E11	-1.2637942331557108E11	-1.3153571516862968E11	-6.598625474528005E10	-1.909258648322059E10
-1.5227173348585346E9	-7.098913396051624E9	-1.3073715151939299E10	-2.573374060031098E10	-6.6383612178171844E10	-9.820124511715215E10	-1.3563431536563315E11	-3.194239205672074E11	-5.869465754022671E11	-7.49804984888654E11	-1.4346781673128958E12	-1.5172568335401294E12	-1.6793315341124258E12	-1.9695104589247E12	-2.1452541664587817E12	-2.0430329800942153E12	-1.6224868758228628E12	-1.3604071060332886E12	-1.289688207205699E12	-1.2431432826727751E12	-1.1163545252041538E12	-1.1071926837691377E12	-9.314569438532231E11	-8.11328296414475E11	-6.489206502081461E11	-5.87659458499426E11	-5.223661606176421E11	-4.5967160439166223E11	-4.179966511982237E11	-3.9975751743743536E11	-3.435872303522855E11	-2.913088104004158E11	-2.4329184751843372E11	-1.999425457776781E11	-1.1967941751405501E11	-1.2456234852700644E11	-6.2487993097814354E10	-1.808039290892245E10
-1.4374711397355387E9	-6.701495344343893E9	-1.2341810124452219E10	-2.429309011171424E10	-6.26672623165375E10	-9.270365057945311E10	-1.2804110745478546E11	-3.015416299829512E11	-5.540875797448989E11	-7.0782869645824E11	-1.3543606637357664E12	-1.4323163333417278E12	-1.5853176154710862E12	-1.859251470578794E12	-2.0251565284560237E12	-1.9286579847639053E12	-1.531655288347867E12	-1.2842475149175823E12	-1.2174876680494954E12	-1.1735484652929556E12	-1.0538577153869636E12	-1.0452087807828975E12	-8.793112444731355E11	-7.659077520483851E11	-6.125921635608694E11	-5.547605535494996E11	-4.931225665281332E11	-4.3393783596108704E11	-3.945959692245644E11	-3.773779158178597E11	-3.24352206615525E11	-2.750004863773306E11	-2.2967165430817035E11	-1.887491739807149E11	-1.1297941171254657E11	-1.1758898188539119E11	-5.898973145035265E10	-1.706819933462547E10
-1.35222494461262E9	-6.304077292636524E9	-1.1609905096965807E10	-2.285243962311881E10	-5.895091245490653E10	-8.720605604175908E10	-1.2044789954394467E11	-2.8365933939871124E11	-5.212285840875604E11	-6.65852408027864E11	-1.2740431601587097E12	-1.3473758331434033E12	-1.4913036968298318E12	-1.748992482232988E12	-1.9050588904533743E12	-1.814282989433699E12	-1.4408237008729536E12	-1.2080879238019453E12	-1.145287128893357E12	-1.1039536479131997E12	-9.913609055698301E11	-9.832248777967139E11	-8.271655450930953E11	-7.204872076823364E11	-5.762636769136256E11	-5.218616485996031E11	-4.638789724386509E11	-4.0820406753053516E11	-3.711952872509264E11	-3.5499831419830426E11	-3.05117182878782E11	-2.5869216235426025E11	-2.160514610979193E11	-1.7755580218376184E11	-1.0627940591104422E11	-1.1061561524378224E11	-5.549146980289413E10	-1.6056005760329403E10
-1.2669787494895427E9	-5.906659240928413E9	-1.087800006947803E10	-2.141178913452069E10	-5.523456259326864E10	-8.170846150405478E10	-1.128546916330897E11	-2.657770488144378E11	-4.8836958843016077E11	-6.238761195974097E11	-1.1937256565815034E12	-1.2624353329449204E12	-1.3972897781884019E12	-1.6387334938869763E12	-1.7849612524505007E12	-1.699907994103279E12	-1.34999211339787E12	-1.1319283326861663E12	-1.0730865897370841E12	-1.0343588305333135E12	-9.288640957525797E11	-9.212409748104143E11	-7.750198457129576E11	-6.750666633162031E11	-5.399351902663142E11	-4.889627436496452E11	-4.34635378349114E11	-3.8247029909993524E11	-3.477946052772446E11	-3.326187125787071E11	-2.858821591420029E11	-2.4238383833115942E11	-2.0243126788764285E11	-1.6636243038678793E11	-9.957940010952939E10	-1.0364224860216028E11	-5.199320815542908E10	-1.5043812186031452E10
-1.1817325543665473E9	-5.509241189220685E9	-1.0146095041990953E10	-1.997113864592396E10	-5.151821273163432E10	-7.62108669663558E10	-1.0526148372224207E11	-2.4789475823018173E11	-4.555105927727927E11	-5.81899831166996E11	-1.1134081530043745E12	-1.1774948327465195E12	-1.3032758595470627E12	-1.528474505541071E12	-1.6648636144477432E12	-1.5855329987729695E12	-1.259160525922875E12	-1.0557687415704604E12	-1.0008860505808809E12	-9.647640131534943E11	-8.663672859353898E11	-8.592570718241747E11	-7.228741463328704E11	-6.296461189501135E11	-5.036067036190377E11	-4.5606383869971906E11	-4.053917842596053E11	-3.5673653066936017E11	-3.243939233035855E11	-3.102391109591316E11	-2.666471354052425E11	-2.2607551430807437E11	-1.8881107467737955E11	-1.5516905858982477E11	-9.2879394308021E10	-9.666888196054504E10	-4.849494650796741E10	-1.4031618611734476E10
-1.0964863592436135E9	-5.111823137513245E9	-9.414190014504412E9	-1.8530488157328274E10	-4.780186287000269E10	-7.071327242866078E10	-9.766827581139993E10	-2.3001246764593857E11	-4.226515971154485E11	-5.3992354273661255E11	-1.0330906494273038E12	-1.0925543325481799E12	-1.2092619409057915E12	-1.4182155171952456E12	-1.5447659764450725E12	-1.4711580034427427E12	-1.168328938447945E12	-9.796091504548098E11	-9.286855114247297E11	-8.951691957737257E11	-8.038704761182451E11	-7.9727316883798E11	-6.707284469528209E11	-5.842255745840568E11	-4.6727821697178766E11	-4.2316493374981665E11	-3.761481901701178E11	-3.310027622388037E11	-3.009932413299433E11	-2.878595093395722E11	-2.47412111668496E11	-2.097671902850011E11	-1.751908814671261E11	-1.4397568679286978E11	-8.617938850651747E10	-8.969551531893488E10	-4.499668486050826E10	-1.3019425037438232E10
-1.0112401641205502E9	-4.7144050858052E9	-8.682284987016752E9	-1.7089837668730394E10	-4.408551300836541E10	-6.521567789095739E10	-9.007506790054623E10	-2.1213017706166815E11	-3.897926014580542E11	-4.979472543061653E11	-9.527731458501108E11	-1.007613832349711E12	-1.1152480222643777E12	-1.3079565288492522E12	-1.4246683384422188E12	-1.3567830081123418E12	-1.0774973509728768E12	-9.034495593390432E11	-8.564849722684688E11	-8.255743783938512E11	-7.413736663010052E11	-7.352892658516908E11	-6.18582747572692E11	-5.388050302179309E11	-4.309497303244822E11	-3.902660287998641E11	-3.4690459608058575E11	-3.05268993808208E11	-2.775925593562654E11	-2.6547990771997876E11	-2.2817708793172018E11	-1.93458866261903E11	-1.6157068825685193E11	-1.3278231499589769E11	-7.947938270500374E10	-8.272214867731409E10	-4.1498423213043785E10	-1.2007231463140448E10
-9.259939689975547E8	-4.316987034097472E9	-7.950379959529679E9	-1.5649187180133661E10	-4.0369163146731094E10	-5.971808335325839E10	-8.24818599896986E10	-1.9424788647741202E11	-3.569336058006862E11	-4.5597096587575146E11	-8.724556422729818E11	-9.2267333215131E11	-1.0212341036230383E12	-1.197697540503347E12	-1.3045707004394614E12	-1.2424080127820322E12	-9.866657634978815E11	-8.272899682233374E11	-7.842844331122656E11	-7.559795610140321E11	-6.788768564838153E11	-6.733053628654512E11	-5.664370481926046E11	-4.933844858518413E11	-3.946212436772057E11	-3.573671238499379E11	-3.17661001991077E11	-2.7953522537763293E11	-2.5419187738260623E11	-2.431003061004032E11	-2.0894206419495972E11	-1.7715054223881793E11	-1.4795049504658865E11	-1.2158894319893457E11	-7.277937690349535E10	-7.574878203569885E10	-3.800016156558211E10	-1.0995037888843473E10
