Time (ns),Neutrons out per ns,DSR,Tion (keV)
9.597,4.63E+18,0.0211213,12.7894
9.598,4.48E+18,0.0208268,12.8839
9.599,4.33E+18,0.0205355,12.9769
9.6,4.18E+18,0.0202476,13.0684
9.601,4.03E+18,0.0199632,13.1582
9.602,3.88E+18,0.0196824,13.2463
9.603,3.74E+18,0.0194052,13.3327
9.604,3.59E+18,0.0191317,13.4173
9.605,3.45E+18,0.0188618,13.5002
9.606,3.30E+18,0.0185956,13.5814
9.607,3.17E+18,0.0183331,13.6606
9.608,3.03E+18,0.0180744,13.7381
9.609,2.90E+18,0.0178194,13.8137
9.61,2.77E+18,0.0175683,13.8874
9.611,2.65E+18,0.017321,13.9591
9.612,2.53E+18,0.0170776,14.0289
9.613,2.40E+18,0.016838,14.0967
9.614,2.29E+18,0.0166024,14.1625
9.615,2.18E+18,0.0163708,14.2263
9.616,2.07E+18,0.0161431,14.288
9.617,1.97E+18,0.0159195,14.3476
9.618,1.87E+18,0.0156999,14.4051
9.619,1.77E+18,0.0154844,14.4605
9.62,1.68E+18,0.015273,14.5137
9.621,1.59E+18,0.0150657,14.5647
9.622,1.51E+18,0.0148626,14.6134
9.623,1.43E+18,0.0146637,14.6599
9.624,1.35E+18,0.014469,14.7041
9.625,1.27E+18,0.0142786,14.746
9.626,1.20E+18,0.0140924,14.7856
9.627,1.14E+18,0.0139106,14.8228
9.628,1.07E+18,0.0137331,14.8576
9.629,1.01E+18,0.01356,14.89
9.63,9.49E+17,0.0133913,14.92
9.631,8.92E+17,0.013227,14.9474
9.632,8.39E+17,0.0130672,14.9724
9.633,7.89E+17,0.0129118,14.9948
9.634,7.41E+17,0.012761,15.0147
9.635,6.96E+17,0.0126147,15.032
9.636,6.53E+17,0.012473,15.0468
9.637,6.13E+17,0.0123355,15.0591
9.638,5.75E+17,0.0122021,15.0692
9.639,5.40E+17,0.0120723,15.0774
9.64,5.06E+17,0.0119459,15.0839
9.641,4.75E+17,0.0118226,15.0888
9.642,4.45E+17,0.0117022,15.0924
9.643,4.18E+17,0.0115842,15.0949
9.644,3.92E+17,0.0114685,15.0966
9.645,3.67E+17,0.0113546,15.0975
9.646,3.44E+17,0.0112424,15.0981
9.647,3.23E+17,0.0111316,15.0984
9.648,3.03E+17,0.0110217,15.0986
9.649,2.84E+17,0.0109126,15.0991
9.65,2.67E+17,0.010804,15.1
9.651,2.50E+17,0.0106955,15.1015
9.652,2.34E+17,0.0105872,15.1036
9.653,2.19E+17,0.010479,15.1063
9.654,2.06E+17,0.010371,15.1096
9.655,1.92E+17,0.0102631,15.1135
9.656,1.80E+17,0.0101553,15.118
9.657,1.68E+17,0.0100477,15.1231
9.658,1.57E+17,0.0099402,15.1286
9.659,1.47E+17,0.00983281,15.1347
9.66,1.38E+17,0.00972554,15.1414
9.661,1.29E+17,0.00961839,15.1485
9.662,1.20E+17,0.00951136,15.1561
9.663,1.13E+17,0.00940444,15.1643
9.664,1.05E+17,0.00929762,15.1728
9.665,9.85E+16,0.00919091,15.1819
9.666,9.23E+16,0.00908431,15.1914
9.667,8.64E+16,0.0089778,15.2013
9.668,8.10E+16,0.0088714,15.2116
9.669,7.59E+16,0.00876508,15.2224
9.67,7.12E+16,0.00865886,15.2335
9.671,6.68E+16,0.00855272,15.245
9.672,6.27E+16,0.00844668,15.2569
9.673,5.88E+16,0.00834071,15.2691
9.674,5.51E+16,0.00823482,15.2817
9.675,5.17E+16,0.00812901,15.2946
9.676,4.84E+16,0.00802327,15.3079
9.677,4.52E+16,0.00791761,15.3214
9.678,4.21E+16,0.00781201,15.3352
9.679,3.91E+16,0.00770647,15.3493
9.68,3.61E+16,0.007601,15.3637
