-5.794243918964145E9	-2.4042220170136173E10	-7.14729033947285E10	-6.732074145642882E10	-1.2790449622942099E11	-1.685222825272808E11	-2.270922148453358E11	-5.321589080331502E11	-6.309881114649331E11	-7.046481318993176E11	-7.558552721631962E11	-8.964748677610172E11	-1.0664168354046239E12	-1.275914159902094E12	-1.533046177224699E12	-1.8419536863204104E12	-2.1278999109643113E12	-2.207305641012307E12	-2.678018666282834E12	-3.156793119508568E12	-3.68043186938031E12	-4.2070579108734995E12	-4.555738601584219E12	-4.37917066916353E12	-3.552837946079847E12	-3.0817364502742954E12	-2.879032051356577E12	-2.6942552563736396E12	-2.433938059592454E12	-2.249673499444542E12	-1.9986570521993008E12	-1.634128567191947E12	-1.5329936460529517E12	-1.4890861511995261E12	-1.3860001386021057E12	-1.2824453093686743E12	-1.1798931842016917E12	-1.0787667865687819E12	-9.797108425780111E11	-8.836860448678788E11	-7.910987604377606E11	-7.028138893162896E11	-6.192519775788195E11	-5.41035611260041E11	-4.6829261513283923E11	-4.012348065723898E11	-3.3987475853078156E11	-2.844503675504372E11	-2.4538357403675497E11	-2.3467486091381052E11	-1.9075264881118704E11	-1.5240273054348782E11	-1.1953546706384572E11	-9.201708937845021E10	-6.912691076233934E10	-5.0606662038321754E10	-3.597899263119404E10	-2.32013495586945E10	-5.449888776825854E9
-5.502527399514544E9	-2.2831792565437237E10	-6.787453458166769E10	-6.393141704083764E10	-1.214650271660144E11	-1.6003787379404453E11	-2.1565904920107245E11	-5.0536688018333124E11	-5.992204368097152E11	-6.691719760195906E11	-7.178010458850422E11	-8.513410190907255E11	-1.0127271026530366E12	-1.2116770923832588E12	-1.4558635626799775E12	-1.749218840173855E12	-2.0207688401214048E12	-2.0961768159295178E12	-2.5431913626216597E12	-2.9978614772918E12	-3.495137154483504E12	-3.995249725362674E12	-4.326375767198411E12	-4.1586973091271875E12	-3.373967064167757E12	-2.926583604845637E12	-2.7340845446323984E12	-2.5586105067065215E12	-2.31139921772969E12	-2.1364116257067017E12	-1.8980328315080164E12	-1.551856867101071E12	-1.4558136762382068E12	-1.4141167444462483E12	-1.3162206916122466E12	-1.2178794251453572E12	-1.1204903806898994E12	-1.0244552842093962E12	-9.303864024852323E11	-8.391960612047252E11	-7.512701684483066E11	-6.67430080060148E11	-5.880751693380869E11	-5.1379667765241296E11	-4.447159943206927E11	-3.810342725782571E11	-3.227634523804014E11	-2.7012945315013217E11	-2.3302951315336316E11	-2.2285994000514175E11	-1.8114903191738193E11	-1.4472987542545377E11	-1.1351734444244226E11	-8.73844046971047E10	-6.564665309802308E10	-4.805882326638743E10	-3.4167597279106213E10	-2.203325635543048E10	-5.175509132544793E9
-5.21081088006429E9	-2.16213649607356E10	-6.427616576859884E10	-6.0542092625238884E10	-1.1502555810259341E11	-1.5155346506078925E11	-2.042258835567836E11	-4.785748523334525E11	-5.674527621544263E11	-6.336958201397843E11	-6.797468196068032E11	-8.062071704203328E11	-9.590373699013291E11	-1.1474400248642798E12	-1.3786809481350833E12	-1.6564839940270925E12	-1.9136377692782595E12	-1.9850479908464805E12	-2.4083640589601836E12	-2.8389298350746777E12	-3.309842439586283E12	-3.7834415398513755E12	-4.097012932812092E12	-3.9382239490903525E12	-3.195096182255266E12	-2.771430759416632E12	-2.5891370379078955E12	-2.4229657570391006E12	-2.1888603758666528E12	-2.023149751968608E12	-1.797408610816507E12	-1.4695851670100115E12	-1.3786337064232896E12	-1.339147337692803E12	-1.2464412446222317E12	-1.153313540921896E12	-1.061087577177974E12	-9.701437818498893E11	-8.810619623923434E11	-7.94706077541472E11	-7.114415764587635E11	-6.320462708039272E11	-5.568983610972847E11	-4.86557744044724E11	-4.2113937350849347E11	-3.608337385840793E11	-3.0565214622998315E11	-2.5580853874979514E11	-2.2067545226994376E11	-2.1104501909644662E11	-1.7154541502355533E11	-1.3705702030740259E11	-1.0749922182102536E11	-8.275172001574889E10	-6.216639543369904E10	-4.551098449444742E10	-3.2356201927014343E10	-2.0865163152163845E10	-4.901129488263118E9
-4.919094360614369E9	-2.0410937356035343E10	-6.0677796955534096E10	-5.715276820964399E10	-1.085860890391798E11	-1.4306905632754364E11	-1.9279271791250778E11	-4.517828244836043E11	-5.3568508749917377E11	-5.982196642600184E11	-6.416925933286078E11	-7.610733217499917E11	-9.05347637149683E11	-1.0832029573453743E12	-1.3014983335902776E12	-1.5637491478804358E12	-1.8065066984352363E12	-1.8739191657635696E12	-2.2735367552988623E12	-2.6799981928577363E12	-3.1245477246892744E12	-3.5716333543403184E12	-3.8676500984260337E12	-3.71775058905377E12	-3.0162253003429805E12	-2.616277913987804E12	-2.4441895311835586E12	-2.287321007371834E12	-2.0663215340037554E12	-1.9098878782306436E12	-1.6967843901251128E12	-1.3873134669190457E12	-1.3014537366084604E12	-1.2641779309394436E12	-1.1766617976322961E12	-1.0887476566985083E12	-1.0016847736661168E12	-9.158322794904445E11	-8.317375222995109E11	-7.502160938782699E11	-6.716129844692662E11	-5.96662461547747E11	-5.2572155285651807E11	-4.5931881043706616E11	-3.975627526963211E11	-3.4063320458992456E11	-2.885408400795844E11	-2.4148762434947446E11	-2.0832139138653845E11	-1.9923009818776498E11	-1.6194179812973972E11	-1.2938416518936014E11	-1.0148109919961531E11	-7.811903533439833E10	-5.8686137769378975E10	-4.2963145722510315E10	-3.0544806574924538E10	-1.969706994889855E10	-4.626749843981757E9
-4.627377841164713E9	-1.9200509751336185E10	-5.707942814247263E10	-5.3763443794052185E10	-1.02146619975772E11	-1.3458464759430577E11	-1.8135955226824237E11	-4.2499079663378046E11	-5.0391741284394995E11	-5.627435083802848E11	-6.036383670504468E11	-7.159394730796917E11	-8.516579043980857E11	-1.018965889826527E12	-1.2243157190455417E12	-1.4710143017338635E12	-1.69937562759231E12	-1.7627903406807598E12	-2.1387094516376624E12	-2.52106655064094E12	-2.939253009792434E12	-3.359825168829454E12	-3.6382872640401846E12	-3.4972772290173877E12	-2.837354418430857E12	-2.4611250685591167E12	-2.299242024459353E12	-2.1516762577046917E12	-1.9437826921409688E12	-1.7966260044927822E12	-1.59616016943381E12	-1.3050417668281545E12	-1.2242737667937012E12	-1.1892085241861519E12	-1.1068823506424243E12	-1.0241817724751798E12	-9.422819701543134E11	-8.615207771310491E11	-7.824130822067233E11	-7.05726110215108E11	-6.317843924798049E11	-5.61278652291599E11	-4.9454474461577966E11	-4.320798768294331E11	-3.739861318841702E11	-3.204326705957882E11	-2.7142953392920123E11	-2.2716670994916678E11	-1.9596733050314435E11	-1.874151772790941E11	-1.5233818123593283E11	-1.2171131007132466E11	-9.546297657821075E10	-7.348635065305202E10	-5.520588010506208E10	-4.041530695057553E10	-2.873341122283638E10	-1.8528976745634308E10	-4.352370199700645E9
-4.335661321714515E9	-1.799008214663477E10	-5.348105932940444E10	-5.037411937845405E10	-9.57071509123522E10	-1.2610023886105208E11	-1.699263866239556E11	-3.9819876878390656E11	-4.72149738188667E11	-5.27267352500485E11	-5.655841407722148E11	-6.708056244093075E11	-7.979681716463882E11	-9.547288223075597E11	-1.147133104500662E12	-1.378279455587118E12	-1.5922445567491846E12	-1.6516615155977424E12	-2.0038821479762117E12	-2.3621349084238467E12	-2.753958294895248E12	-3.1480169833181943E12	-3.4089244296539067E12	-3.276803868980593E12	-2.6584835365183994E12	-2.30597222313014E12	-2.154294517734877E12	-2.016031508037295E12	-1.8212438502779536E12	-1.6833641307547095E12	-1.4955359487423193E12	-1.22277006673711E12	-1.147093796978798E12	-1.1142391174327205E12	-1.0371029036524221E12	-9.596158882517303E11	-8.828791666423992E11	-8.072092747715521E11	-7.330886421138434E11	-6.61236126551863E11	-5.919558004902692E11	-5.258948430353848E11	-4.6336793637498315E11	-4.0484094322174927E11	-3.5040951107197534E11	-3.0023213660161414E11	-2.543182277787861E11	-2.1284579554883243E11	-1.8361326961972723E11	-1.7560025637040112E11	-1.42734564342108E11	-1.1403845495327486E11	-8.944485395679495E10	-6.885366597169702E10	-5.1725622440738686E10	-3.786746817863599E10	-2.6922015870744846E10	-1.7360883542367893E10	-4.077990555419021E9
-4.0439448022645955E9	-1.677965454193452E10	-4.988269051633972E10	-4.698479496285918E10	-8.926768184893861E10	-1.1761583012780653E11	-1.5849322097967987E11	-3.714067409340586E11	-4.403820635334146E11	-4.917911966207193E11	-5.2752991449401953E11	-6.256717757389667E11	-7.442784388947424E11	-8.904917547886544E11	-1.0699504899558567E12	-1.2855446094404622E12	-1.4851134859061619E12	-1.5405326905148325E12	-1.8690548443148906E12	-2.2032032662069067E12	-2.56866357999824E12	-2.9362087978071387E12	-3.17956159526785E12	-3.056330508944011E12	-2.4796126546061143E12	-2.1508193777013132E12	-2.0093470110105405E12	-1.8803867583700295E12	-1.698705008415057E12	-1.5701022570167458E12	-1.3949117280509253E12	-1.1404983666461448E12	-1.0699138271639695E12	-1.0392697106793612E12	-9.673234566624873E11	-8.950500040283431E11	-8.234763631305422E11	-7.528977724121075E11	-6.837642020210111E11	-6.167461428886613E11	-5.521272085007721E11	-4.905110337792048E11	-4.3219112813421674E11	-3.776020096140916E11	-3.2683289025980316E11	-2.800316026074594E11	-2.3720692162838742E11	-1.9852488114851184E11	-1.7125920873632202E11	-1.637853354617195E11	-1.3313094744829245E11	-1.0636559983523245E11	-8.342673133538493E10	-6.4220981290346504E10	-4.824536477641865E10	-3.53196294066989E10	-2.5110620518655052E10	-1.61927903391026E10	-3.8036109111376615E9
-3.7522282828148885E9	-1.556922693723515E10	-4.628432170327762E10	-4.359547054726677E10	-8.282821278552971E10	-1.0913142139456717E11	-1.4706005533541238E11	-3.4461471308423E11	-4.0861438887818524E11	-4.5631504074097943E11	-4.894756882158518E11	-5.805379270686586E11	-6.905887061431355E11	-8.262546872697958E11	-9.92767875411107E11	-1.1928097632938733E12	-1.3779824150632168E12	-1.4294038654320032E12	-1.7342275406536672E12	-2.0442716239900815E12	-2.3833688651013667E12	-2.724400612296237E12	-2.95019876088196E12	-2.83585714890759E12	-2.300741772693959E12	-1.9956665322725986E12	-1.8643995042863093E12	-1.7447420087028623E12	-1.5761661665522485E12	-1.4568403832788645E12	-1.2942875073596045E12	-1.0582266665552394E12	-9.927338573491965E11	-9.643003039260564E11	-8.97544009672603E11	-8.304841198050029E11	-7.640735596187281E11	-6.985862700527025E11	-6.344397619282146E11	-5.722561592254913E11	-5.1229861651130365E11	-4.551272245230504E11	-4.010143198934729E11	-3.5036307600645374E11	-3.032562694476481E11	-2.598310686133195E11	-2.2009561547800122E11	-1.8420396674820163E11	-1.5890514785292572E11	-1.519704145530465E11	-1.2352733055448386E11	-9.869274471719562E10	-7.740860871397931E10	-5.958829660899935E10	-4.476510711210113E10	-3.277179063476366E10	-2.329922516656657E10	-1.5024697135838154E10	-3.529231266856501E9
-3.460511763364737E9	-1.4358799332533934E10	-4.268595289021002E10	-4.02061461316692E10	-7.638874372211096E10	-1.0064701266131487E11	-1.3562688969112753E11	-3.178226852343606E11	-3.768467142229075E11	-4.208388848611854E11	-4.5142146193762616E11	-5.354040783982818E11	-6.368989733914469E11	-7.620176197508392E11	-9.1558526086624E11	-1.1000749171471433E12	-1.270851344220109E12	-1.3182750403490042E12	-1.5994002369922385E12	-1.8853399817730146E12	-2.1980741502042112E12	-2.512592426785012E12	-2.7208359264957207E12	-2.6153837888708315E12	-2.1218708907815312E12	-1.840513686843648E12	-1.7194519975618574E12	-1.6090972590354888E12	-1.453627324689254E12	-1.3435785095408103E12	-1.1936632866681304E12	-9.759549664642084E11	-9.155538875343063E11	-8.893308971726372E11	-8.277645626826124E11	-7.659182355815642E11	-7.046707561068239E11	-6.442747676932145E11	-5.85115321835343E11	-5.2776617556225397E11	-4.7247002452177454E11	-4.1974341526684216E11	-3.698375116526815E11	-3.2312414239877435E11	-2.7967964863545703E11	-2.3963053461914874E11	-2.029843093275889E11	-1.6988305234786957E11	-1.4655108696951062E11	-1.401554936443555E11	-1.1392371366066061E11	-9.101988959914711E10	-7.13904860925645E10	-5.495561192764514E10	-4.1284849447778305E10	-3.0223951862824535E10	-2.1487829814475334E10	-1.385660393257193E10	-3.2548516225749226E9
-3.168795243914818E9	-1.3148371727833683E10	-3.90875840771453E10	-3.681682171607433E10	-6.994927465869737E10	-9.216260392806934E10	-1.2419372404685179E11	-2.910306573845126E11	-3.450790395676551E11	-3.853627289814198E11	-4.133672356594309E11	-4.9027022972794104E11	-5.83209240639801E11	-6.977805522319341E11	-8.384026463214346E11	-1.0073400710004872E12	-1.1637202733770862E12	-1.207146215266094E12	-1.4645729333309177E12	-1.7264083395560745E12	-2.0127794353072036E12	-2.3007842412739565E12	-2.491473092109664E12	-2.39491042883425E12	-1.9430000088692463E12	-1.685360841414821E12	-1.5745044908375212E12	-1.4734525093682234E12	-1.3310884828263572E12	-1.230316635802847E12	-1.0930390659767366E12	-8.93683266373243E11	-8.383739177194775E11	-8.143614904192781E11	-7.579851156926775E11	-7.013523513581771E11	-6.452679525949669E11	-5.899632653337699E11	-5.357908817425108E11	-4.8327619189905194E11	-4.326414325322772E11	-3.843596060106621E11	-3.3866070341191504E11	-2.958852087911167E11	-2.5610302782328488E11	-2.1943000062499414E11	-1.8587300317719025E11	-1.55562137947549E11	-1.3419702608610538E11	-1.2834057273567392E11	-1.0432009676684505E11	-8.334703448110472E10	-6.5372363471154495E10	-5.0322927246294624E10	-3.780459178345827E10	-2.767611309088745E10	-1.9676434462385544E10	-1.2688510729306639E10	-2.980471978293563E9
