7.244360919360122681e+09	1.492666903290315437e+10	2.119985747212484360e+10	3.804485364680049133e+10	7.579902889956747437e+10	1.162350072449262085e+11	2.225428476659633484e+11	3.337694843327778320e+11	3.810751310031802979e+11	4.153925113255712280e+11	4.713318912660083008e+11	5.658910909512541504e+11	6.863877441324476318e+11	8.411532614743618164e+11	1.037420519266393799e+12	1.222541770206887695e+12	1.310594724206488770e+12	1.460319682109646484e+12	1.742252535804733643e+12	2.039847921173427002e+12	2.351727678364394531e+12	2.651972344319089355e+12	2.914995618768748047e+12	3.000653343168851562e+12	3.027912262307949219e+12	3.100808540725465820e+12	3.114617759009176758e+12	3.010159195467258789e+12	2.861192855413253906e+12	2.671353815394636719e+12	2.376613156239572266e+12	2.132354194119791504e+12	2.010832734754616455e+12	1.874451854459138916e+12	1.697391274137127930e+12	1.500681561735501709e+12	1.277258469713369141e+12	1.012145617764092041e+12	8.691781952099458008e+11	8.457068784879647217e+11	8.230726696343834229e+11	8.021263070489978027e+11	7.841720838710782471e+11	7.707703447716107178e+11	7.640573346731450195e+11	7.678968974680561523e+11	7.898246387959437256e+11	8.593293850750364990e+11	1.074310931098350586e+12	1.595038712667139893e+12	1.734879695030282959e+12	1.444183499719409668e+12	1.182748559362495850e+12	9.506064622160592041e+11	7.473465609453731689e+11	5.734005617228424072e+11	4.313271133263771362e+11	2.434833341780703735e+11
7.269428863117390633e+09	1.497457863035510826e+10	2.126285596413527298e+10	3.815223333252915192e+10	7.600668142749189758e+10	1.167379471062807465e+11	2.236763834068111877e+11	3.356334099607928467e+11	3.833332788730299072e+11	4.179582732817703247e+11	4.743338363044786987e+11	5.695813698735532227e+11	6.909484397964735107e+11	8.468280712258673096e+11	1.044508384950409546e+12	1.230501974983350342e+12	1.318461430102452881e+12	1.468289908403169678e+12	1.750743754954209229e+12	2.048507925618008789e+12	2.360118205043083496e+12	2.659490285898072754e+12	2.921006493096008301e+12	3.004615220772088379e+12	3.029960429833914062e+12	3.101258062998484375e+12	3.115580124001523438e+12	3.011663644850979980e+12	2.863265906026045410e+12	2.674006937005539062e+12	2.379750135249678711e+12	2.136034597667421875e+12	2.015345340780862305e+12	1.879940841843344238e+12	1.703966071786301514e+12	1.508581375389220947e+12	1.286853883234753418e+12	1.024054246645013916e+12	8.803865536494230957e+11	8.535430233635147705e+11	8.274894228951612549e+11	8.030609422899776611e+11	7.815266922342402344e+11	7.643788861988798828e+11	7.536347633370880127e+11	7.529391992316667480e+11	7.693874095953541260e+11	8.310436332032557373e+11	1.030583992239580811e+12	1.516308402218491699e+12	1.643954445567826904e+12	1.368493672143637695e+12	1.120760567849621338e+12	9.007850653980456543e+11	7.081780395294368896e+11	5.433485706447799683e+11	4.087212084377172241e+11	2.307223439125723877e+11
7.294581247915859222e+09	1.502273261307929039e+10	2.132629648463926697e+10	3.826051306797701263e+10	7.621624545315444946e+10	1.172446964538412781e+11	2.248180210936858521e+11	3.375102631761846924e+11	3.856068027127022705e+11	4.205412898395458374e+11	4.773557890989565430e+11	5.732960783674691162e+11	6.955391678779147949e+11	8.525400914483675537e+11	1.051642564881235718e+12	1.238225945904903320e+12	1.325612375797802002e+12	1.474911063090723877e+12	1.756919531210508545e+12	2.053568064083654297e+12	2.363253193132293457e+12	2.659733495746307617e+12	2.917458656314288574e+12	2.997193809454907715e+12	3.019169588010752930e+12	3.087456822058617188e+12	3.103281341944011230e+12	3.001535725952210449e+12	2.855607881607123047e+12	2.669053979796744629e+12	2.377721149530936523e+12	2.136864854892925537e+12	2.019318165040974121e+12	1.887570363829934814e+12	1.715786418112613037e+12	1.525421042294048584e+12	1.309978153762119141e+12	1.055557987186915161e+12	9.138076626518646240e+11	8.825787537863156738e+11	8.521061834774995117e+11	8.232277639970943604e+11	7.972037538121127930e+11	7.754862277398775635e+11	7.600082788812055664e+11	7.542583644354902344e+11	7.650115043682598877e+11	8.194179333089495850e+11	1.006558638510151123e+12	1.464969806865911377e+12	1.582109751258898682e+12	1.317011666029901611e+12	1.078598149724817749e+12	8.668980090031538086e+11	6.815367572913110352e+11	5.229080856025603638e+11	3.933453333570208130e+11	2.220426917068910217e+11
7.319758454379749298e+09	1.507363796545664978e+10	2.139728608673783875e+10	3.838643646335210419e+10	7.646549859126275635e+10	1.177909120177205811e+11	2.260153401019891663e+11	3.394515344166951904e+11	3.879387210237864380e+11	4.231758107255083008e+11	4.804256177414191895e+11	5.770582371054550781e+11	7.001775876255250244e+11	8.583005616234271240e+11	1.058826135148173096e+12	1.245998821209087891e+12	1.332805969875924805e+12	1.481568077836954590e+12	1.763123166440844727e+12	2.058642026784371582e+12	2.366380751609958496e+12	2.659939823709546387e+12	2.913837246328914062e+12	2.989664026574882812e+12	3.008240799905013672e+12	3.073429869850495605e+12	3.089719769122775879e+12	2.989022464951468750e+12	2.844378336424921387e+12	2.659311018117183105e+12	2.369855605999592285e+12	2.130702356582971924e+12	2.014583497454050781e+12	1.884481950347314453e+12	1.714647444771206787e+12	1.526570507327315674e+12	1.313923821607439697e+12	1.063132869117901489e+12	9.232373791995378418e+11	8.919431959111929932e+11	8.614180094210543213e+11	8.325104976671230469e+11	8.064982774848222656e+11	7.848557963337612305e+11	7.695483646008596191e+11	7.641229407497425537e+11	7.754694619151256104e+11	8.311694321251063232e+11	1.021766095206546509e+12	1.488400324739548828e+12	1.607920982355970459e+12	1.338497970910071045e+12	1.096194872127463257e+12	8.810409626321086426e+11	6.926556463125040283e+11	5.314390370294607544e+11	3.997625413238854370e+11	2.256651933851103210e+11
7.345046914597770691e+09	1.512474785003641129e+10	2.146853286857216263e+10	3.851278391726768494e+10	7.671555510681404114e+10	1.183399166935588837e+11	2.272194386693392944e+11	3.414043561355019531e+11	3.902849241514748535e+11	4.258267825281890869e+11	4.835148776505260620e+11	5.808444517440557861e+11	7.048458996856170654e+11	8.640983879253208008e+11	1.066056528382318481e+12	1.253820909240435303e+12	1.340042475354658691e+12	1.488261165172370605e+12	1.769354811130873779e+12	2.063729860111929199e+12	2.369500772570616699e+12	2.660108951241697754e+12	2.910141684851555176e+12	2.982025051443518555e+12	2.997173039911015137e+12	3.059236036457405273e+12	3.075994111473770996e+12	2.976354601895691406e+12	2.833006295745445312e+12	2.649439987737855469e+12	2.361881504943966309e+12	2.124448457095250488e+12	2.009769857093352539e+12	1.881328806130952148e+12	1.713460971141216797e+12	1.527692437168757324e+12	1.317865951595151611e+12	1.070734775464500122e+12	9.327099876909534912e+11	9.013507684739096680e+11	8.707732719855722656e+11	8.418370958792896729e+11	8.158373033853892822e+11	7.942708317631190186e+11	7.791353807912088623e+11	7.740367231799865723e+11	7.859803297087188721e+11	8.429812502828577881e+11	1.037052767847396362e+12	1.511954738582769043e+12	1.633869379942321289e+12	1.360098458682056396e+12	1.113885107335666504e+12	8.952590749890616455e+11	7.038336235254219971e+11	5.400153237855067749e+11	4.062138517279596558e+11	2.293069458241995544e+11
7.389072255231249809e+09	1.521787560243408775e+10	2.160405670127993774e+10	3.875965678722612000e+10	7.721147301208361816e+10	1.190722261684698029e+11	2.285953947122139587e+11	3.434429289057180786e+11	3.925925178014890747e+11	4.283262231554668579e+11	4.863370290839608765e+11	5.842196085011248779e+11	7.089267800656467285e+11	8.690862863364804688e+11	1.072194641810172485e+12	1.260437248638770996e+12	1.346160945898354004e+12	1.493916649017530273e+12	1.774614950837089355e+12	2.068015733672623047e+12	2.372113362848429199e+12	2.660214697709728516e+12	2.906966149822476562e+12	2.975503991043054688e+12	2.987743727521368652e+12	3.047157941514510254e+12	3.064371678473410156e+12	2.965694761508505859e+12	2.823515291552883301e+12	2.641294372508535156e+12	2.355409099898611328e+12	2.119504735439959229e+12	2.006146986039685791e+12	1.879230600134354492e+12	1.713160895900762207e+12	1.529508424522095215e+12	1.322275491602500244e+12	1.078522218016559448e+12	9.423845446598002930e+11	9.112358172988331299e+11	8.808870398396771240e+11	8.522113548166624756e+11	8.265263350619754639e+11	8.053598486595872803e+11	7.907558963964093018e+11	7.864045679537498779e+11	7.994778264091007080e+11	8.585963328787321777e+11	1.057859885750720947e+12	1.544969418266639648e+12	1.670591911713574707e+12	1.390667768245068848e+12	1.138920573295071533e+12	9.153807445841850586e+11	7.196528517445720215e+11	5.521526036244721680e+11	4.153438355927222900e+11	2.344608043313560486e+11
7.466200573261122704e+09	1.538530137662496567e+10	2.185331744987671661e+10	3.921987954029415131e+10	7.814269376468681335e+10	1.199294898496169739e+11	2.297091111518925171e+11	3.446065884851875000e+11	3.935189519501174927e+11	4.290136767302309570e+11	4.868366978672984009e+11	5.845533276578907471e+11	7.090698298087075195e+11	8.689963355227194824e+11	1.071808645499814575e+12	1.260220129476298340e+12	1.346438976094904053e+12	1.494835551660163086e+12	1.776490856649532227e+12	2.071193767705808350e+12	2.376997939349399902e+12	2.667211829639809570e+12	2.916382814441606934e+12	2.986902185305306641e+12	3.000738927624752441e+12	3.061748760977574707e+12	3.078990013885468750e+12	2.979780703320169434e+12	2.836856991094197266e+12	2.653698228063679199e+12	2.366387438772463379e+12	2.129291266949936768e+12	2.015299377096625000e+12	1.887668198378610352e+12	1.720683825867334717e+12	1.536006476080186035e+12	1.327595503996246582e+12	1.082422283696569702e+12	9.461957497479814453e+11	9.161088437294801025e+11	8.868475560172496338e+11	8.592988221123430176e+11	8.348056660542585449e+11	8.149362851921015625e+11	8.017996571477619629e+11	7.992048079006634521e+11	8.145607218980970459e+11	8.773022174906912842e+11	1.084419530544020020e+12	1.589642411021841064e+12	1.721189721557054932e+12	1.432787416257099609e+12	1.173415464710714600e+12	9.431052059107972412e+11	7.414492329496865234e+11	5.688758453969747314e+11	4.279235016773174438e+11	2.415620018830303345e+11
7.544134291937123299e+09	1.555451167958734322e+10	2.210528132682686996e+10	3.968514295721096802e+10	7.908416740645602417e+10	1.207953711800167847e+11	2.308327582460074463e+11	3.457788336671204834e+11	3.944501816888839722e+11	4.297023437061596069e+11	4.873342529103598022e+11	5.848811948590239258e+11	7.092025229563448486e+11	8.688903904585332031e+11	1.071399498477867310e+12	1.260105743510701660e+12	1.347035478875654541e+12	1.496357753711757812e+12	1.779404518850890625e+12	2.075987235556968506e+12	2.384242814802556152e+12	2.677477909811829102e+12	2.930096462528746582e+12	3.003418992937188477e+12	3.019508393604215332e+12	3.082740609762679199e+12	3.099408630206425293e+12	2.998764896824877441e+12	2.854062423857071777e+12	2.668825497180922852e+12	2.378832105590937988e+12	2.139326890403678711e+12	2.023403192647443848e+12	1.893548625832811279e+12	1.723914955149566895e+12	1.536139372150045410e+12	1.323960605020403076e+12	1.073923396626958008e+12	9.364230507589052734e+11	9.085074165131805420e+11	8.814440119532645264e+11	8.561266856879948730e+11	8.339161099457506104e+11	8.164177769340982666e+11	8.058077113394035645e+11	8.060185202634685059e+11	8.247084953932896729e+11	8.921024059874029541e+11	1.108120125304575684e+12	1.633411320223929199e+12	1.772084616244045166e+12	1.475154369618453857e+12	1.208112892747010254e+12	9.709924513041524658e+11	7.633735915221898193e+11	5.856972776184383545e+11	4.405770292223535767e+11	2.487048940884831543e+11
7.622881831234844208e+09	1.572552531602145576e+10	2.235997700296185684e+10	4.015550069843080139e+10	8.003600329405874634e+10	1.216699609216655731e+11	2.319664386355477295e+11	3.469597500793446655e+11	3.953862505628220825e+11	4.303922280818204956e+11	4.878296609513170166e+11	5.852031342809302979e+11	7.093247322528552246e+11	8.687682594326373291e+11	1.070966927217120972e+12	1.259965975790403809e+12	1.347609976347467285e+12	1.497861642912837158e+12	1.782304276215878174e+12	2.080774426326864502e+12	2.391492890903396484e+12	2.687765025846663574e+12	2.943850814986166992e+12	3.019995071922532715e+12	3.038352886667296387e+12	3.103802943826829590e+12	3.119561483397137695e+12	3.017113828887852051e+12	2.870240363788662598e+12	2.682520652430495117e+12	2.389491022995932129e+12	2.147189852790707031e+12	2.028771689879954834e+12	1.896034329896735107e+12	1.723015049753978271e+12	1.531245000596978271e+12	1.314154891371040039e+12	1.057698308581633179e+12	9.188932681971335449e+11	8.945443528889144287e+11	8.710892066618402100e+11	8.494312447945460205e+11	8.309572392328226318e+11	8.173301495076055908e+11	8.108306058172254639e+11	8.155841665656215820e+11	8.396388761577026367e+11	9.144436179255644531e+11	1.144480218615702148e+12	1.701311083842156006e+12	1.851270816148448242e+12	1.541072141112935059e+12	1.262097825608126221e+12	1.014381577111025391e+12	7.974851984205894775e+11	6.118693583891972656e+11	4.602643626541138306e+11	2.598183563238450928e+11
7.702445033392774582e+09	1.589835231981430626e+10	2.261742714141899872e+10	4.063100289784594727e+10	8.099831179264739990e+10	1.225533507917905579e+11	2.331102560395935364e+11	3.481494242455673218e+11	3.963272025675410156e+11	4.310833338881316528e+11	4.883228883660844727e+11	5.855190692862777100e+11	7.094363290830758057e+11	8.686297486902904053e+11	1.070510655278690796e+12	1.259800513211644531e+12	1.348162171084033203e+12	1.499346933445805664e+12	1.785189846093288330e+12	2.085555082557567627e+12	2.398747962186150391e+12	2.698073057482921875e+12	2.957645868769789062e+12	3.036630546720715820e+12	3.057272644178336426e+12	3.124954420327768555e+12	3.139784440585592773e+12	3.035508661699089355e+12	2.886437467362734863e+12	2.696206397391523438e+12	2.400112022410174805e+12	2.154985852881854980e+12	2.034037399109659912e+12	1.898375425689602051e+12	1.721923158657395020e+12	1.526101491850780762e+12	1.304027874520816406e+12	1.041054825111886719e+12	9.009380714020715332e+11	8.802335389728524170e+11	8.604651551348857422e+11	8.425460571671448975e+11	8.278895994564219971e+11	8.182173477821152344e+11	8.159166518155959473e+11	8.253099250353039551e+11	8.548428656122147217e+11	9.372129485816611328e+11	1.181555871572419189e+12	1.770570942473886963e+12	1.932050453667748291e+12	1.608316354041862061e+12	1.317169079352962402e+12	1.058643807893533203e+12	8.322832218612919922e+11	6.385680912535101318e+11	4.803478577613308105e+11	2.711554510706666260e+11
